Hour,Avg Weekday Entry,Avg Saturday Entry,Avg Sunday Entry,Avg Weekday Exit,Avg Saturday Exit,Avg Sunday Exit,Avg Holiday Entries,Avg Holiday Exits,month,station
5:00:00 PM,"1,770",541,390,"5,553",645,480,557,531,5,Newark
6:00:00 PM,"1,170",459,362,"4,236",800,601,483,607,5,Newark
7:00:00 PM,651,418,297,"2,020",665,591,465,579,5,Newark
8:00:00 PM,403,359,271,"1,102",668,462,421,541,5,Newark
9:00:00 PM,341,299,223,879,568,442,370,540,5,Newark
10:00:00 PM,285,275,202,653,591,262,310,403,5,Newark
11:00:00 PM,146,157,112,432,482,358,122,310,5,Newark
12:00:00 AM,52,91,144,342,368,301,0,0,6,Newark
1:00:00 AM,25,36,40,126,247,318,0,0,6,Newark
2:00:00 AM,27,29,31,134,244,230,0,0,6,Newark
3:00:00 AM,58,44,39,94,199,219,0,0,6,Newark
4:00:00 AM,147,79,44,100,116,94,0,0,6,Newark
5:00:00 AM,"1,324",218,119,157,147,138,0,0,6,Newark
6:00:00 AM,"2,731",353,187,524,215,132,0,0,6,Newark
7:00:00 AM,"6,051",444,240,977,195,157,0,0,6,Newark
8:00:00 AM,"7,174",474,303,"1,567",283,135,0,0,6,Newark
9:00:00 AM,"2,632",508,427,"1,151",334,271,0,0,6,Newark
10:00:00 AM,980,575,544,529,339,244,0,0,6,Newark
11:00:00 AM,810,656,632,453,335,244,0,0,6,Newark
12:00:00 PM,709,628,644,586,383,273,0,0,6,Newark
1:00:00 PM,666,631,617,700,389,332,0,0,6,Newark
2:00:00 PM,666,588,625,880,424,357,0,0,6,Newark
3:00:00 PM,765,530,491,"1,331",518,405,0,0,6,Newark
4:00:00 PM,"1,124",530,436,"3,178",585,497,0,0,6,Newark
5:00:00 PM,"1,751",483,400,"6,203",621,574,0,0,6,Newark
6:00:00 PM,"1,177",454,367,"5,014",607,622,0,0,6,Newark
7:00:00 PM,648,409,359,"2,293",588,638,0,0,6,Newark
8:00:00 PM,393,373,330,"1,256",590,588,0,0,6,Newark
9:00:00 PM,332,291,252,954,593,529,0,0,6,Newark
10:00:00 PM,219,249,210,725,553,510,0,0,6,Newark
11:00:00 PM,131,178,116,484,489,494,0,0,6,Newark
12:00:00 AM,56,71,93,388,485,307,68,526,7,Newark
1:00:00 AM,36,38,37,152,169,259,32,123,7,Newark
2:00:00 AM,32,29,31,158,187,243,23,210,7,Newark
3:00:00 AM,65,44,43,114,235,192,32,192,7,Newark
4:00:00 AM,171,75,42,87,112,130,62,202,7,Newark
5:00:00 AM,"1,283",204,117,186,147,117,179,103,7,Newark
6:00:00 AM,"2,629",355,179,518,194,115,347,157,7,Newark
7:00:00 AM,"5,966",414,242,983,241,165,356,289,7,Newark
8:00:00 AM,"6,805",464,295,"1,551",276,163,424,325,7,Newark
9:00:00 AM,"2,629",543,382,"1,139",340,264,541,449,7,Newark
10:00:00 AM,"1,025",605,440,543,433,317,636,403,7,Newark
11:00:00 AM,785,647,472,507,365,279,772,390,7,Newark
12:00:00 PM,691,590,475,525,389,289,652,457,7,Newark
1:00:00 PM,663,595,460,718,387,316,828,619,7,Newark
2:00:00 PM,671,560,485,927,463,327,761,556,7,Newark
3:00:00 PM,757,512,436,"1,394",521,421,802,604,7,Newark
4:00:00 PM,"1,149",505,441,"3,178",609,493,990,673,7,Newark
5:00:00 PM,"1,723",454,445,"6,292",593,515,852,593,7,Newark
6:00:00 PM,"1,126",444,378,"4,893",620,477,971,775,7,Newark
7:00:00 PM,650,378,350,"2,292",688,646,992,685,7,Newark
8:00:00 PM,408,387,312,"1,229",578,484,650,593,7,Newark
9:00:00 PM,336,300,272,996,614,617,355,531,7,Newark
10:00:00 PM,221,246,371,712,570,346,221,"2,598",7,Newark
11:00:00 PM,149,143,158,473,687,475,121,"1,990",7,Newark
12:00:00 AM,58,73,86,337,435,364,0,0,8,Newark
1:00:00 AM,28,37,44,115,147,190,0,0,8,Newark
2:00:00 AM,32,29,23,142,212,210,0,0,8,Newark
3:00:00 AM,75,45,24,114,221,212,0,0,8,Newark
4:00:00 AM,188,70,47,95,165,145,0,0,8,Newark
5:00:00 AM,"1,248",197,102,159,130,113,0,0,8,Newark
6:00:00 AM,"2,481",336,186,498,188,148,0,0,8,Newark
7:00:00 AM,"5,799",441,233,966,277,152,0,0,8,Newark
8:00:00 AM,"6,581",504,306,"1,473",238,172,0,0,8,Newark
9:00:00 AM,"2,441",572,398,"1,073",401,272,0,0,8,Newark
10:00:00 AM,"1,010",606,508,521,347,238,0,0,8,Newark
11:00:00 AM,794,689,565,452,419,262,0,0,8,Newark
12:00:00 PM,703,720,578,540,426,276,0,0,8,Newark
1:00:00 PM,671,701,559,683,450,331,0,0,8,Newark
2:00:00 PM,698,634,492,895,488,327,0,0,8,Newark
3:00:00 PM,784,620,472,"1,336",582,422,0,0,8,Newark
4:00:00 PM,"1,173",573,460,"3,096",598,401,0,0,8,Newark
5:00:00 PM,"1,715",545,428,"5,880",677,525,0,0,8,Newark
6:00:00 PM,"1,112",541,371,"4,543",665,550,0,0,8,Newark
7:00:00 PM,647,422,330,"2,017",612,707,0,0,8,Newark
8:00:00 PM,425,386,308,"1,173",651,505,0,0,8,Newark
9:00:00 PM,326,301,244,912,715,454,0,0,8,Newark
10:00:00 PM,208,259,233,659,555,343,0,0,8,Newark
11:00:00 PM,151,157,124,453,526,383,0,0,8,Newark
12:00:00 AM,4,7,9,103,148,85,11,76,1,Harrison
1:00:00 AM,3,4,7,40,59,53,9,158,1,Harrison
2:00:00 AM,7,3,3,43,68,67,6,138,1,Harrison
3:00:00 AM,29,9,4,24,44,46,8,98,1,Harrison
4:00:00 AM,64,19,10,18,38,29,26,57,1,Harrison
5:00:00 AM,433,64,38,38,17,18,112,44,1,Harrison
6:00:00 AM,860,78,44,84,27,14,146,38,1,Harrison
7:00:00 AM,"1,937",101,55,125,36,17,251,61,1,Harrison
8:00:00 AM,"2,377",143,73,140,37,19,254,44,1,Harrison
9:00:00 AM,"1,060",158,98,116,49,29,181,58,1,Harrison
10:00:00 AM,342,189,149,95,52,47,144,59,1,Harrison
11:00:00 AM,218,191,167,99,63,61,172,61,1,Harrison
12:00:00 PM,175,191,168,121,78,57,184,81,1,Harrison
1:00:00 PM,176,158,170,158,98,78,177,108,1,Harrison
2:00:00 PM,150,148,144,268,110,111,194,136,1,Harrison
3:00:00 PM,143,144,129,433,162,118,166,167,1,Harrison
4:00:00 PM,187,146,89,899,213,165,141,256,1,Harrison
5:00:00 PM,186,145,99,"1,743",227,205,139,320,1,Harrison
6:00:00 PM,135,132,59,"2,018",224,185,95,375,1,Harrison
7:00:00 PM,71,87,40,"1,127",200,231,49,354,1,Harrison
8:00:00 PM,45,59,38,583,198,148,31,228,1,Harrison
9:00:00 PM,48,57,33,405,187,146,42,188,1,Harrison
10:00:00 PM,28,42,16,287,169,98,25,165,1,Harrison
11:00:00 PM,15,14,11,182,143,101,10,115,1,Harrison
12:00:00 AM,4,8,8,106,167,148,1,73,2,Harrison
1:00:00 AM,2,5,8,37,58,65,3,40,2,Harrison
2:00:00 AM,6,4,3,38,65,61,1,22,2,Harrison
3:00:00 AM,27,8,6,20,60,44,13,17,2,Harrison
4:00:00 AM,59,13,8,12,28,33,25,4,2,Harrison
5:00:00 AM,424,62,33,24,17,12,166,21,2,Harrison
6:00:00 AM,858,82,41,76,24,15,262,49,2,Harrison
7:00:00 AM,"1,927",114,61,105,34,20,451,75,2,Harrison
8:00:00 AM,"2,404",171,85,126,28,21,484,65,2,Harrison
9:00:00 AM,"1,079",173,112,95,43,25,317,35,2,Harrison
10:00:00 AM,343,195,149,88,60,42,243,51,2,Harrison
11:00:00 AM,211,210,192,90,74,40,176,67,2,Harrison
12:00:00 PM,173,218,165,139,87,75,191,79,2,Harrison
1:00:00 PM,168,199,152,164,114,91,189,124,2,Harrison
2:00:00 PM,152,172,116,288,122,104,190,138,2,Harrison
3:00:00 PM,154,183,116,463,185,123,138,230,2,Harrison
4:00:00 PM,187,153,120,885,201,168,163,343,2,Harrison
5:00:00 PM,197,148,89,"1,663",232,194,146,406,2,Harrison
6:00:00 PM,148,129,69,"1,945",246,213,104,535,2,Harrison
7:00:00 PM,72,103,45,"1,074",264,192,54,466,2,Harrison
8:00:00 PM,49,74,38,618,216,155,55,236,2,Harrison
9:00:00 PM,56,58,25,435,171,157,41,241,2,Harrison
10:00:00 PM,48,45,27,307,170,103,33,181,2,Harrison
11:00:00 PM,16,16,9,184,170,115,15,126,2,Harrison
12:00:00 AM,5,7,7,117,181,121,0,0,3,Harrison
1:00:00 AM,2,6,4,44,70,72,0,0,3,Harrison
2:00:00 AM,6,2,2,43,75,53,0,0,3,Harrison
3:00:00 AM,26,11,8,19,44,61,0,0,3,Harrison
4:00:00 AM,55,18,11,11,26,34,0,0,3,Harrison
5:00:00 AM,413,65,36,22,19,20,0,0,3,Harrison
6:00:00 AM,830,83,46,77,25,16,0,0,3,Harrison
7:00:00 AM,"1,882",121,65,109,40,19,0,0,3,Harrison
8:00:00 AM,"2,459",173,84,123,32,16,0,0,3,Harrison
9:00:00 AM,"1,112",166,125,103,46,34,0,0,3,Harrison
10:00:00 AM,352,220,158,78,56,50,0,0,3,Harrison
11:00:00 AM,227,258,166,89,72,47,0,0,3,Harrison
12:00:00 PM,182,269,161,119,113,60,0,0,3,Harrison
1:00:00 PM,183,219,150,164,147,79,0,0,3,Harrison
2:00:00 PM,159,189,141,266,230,95,0,0,3,Harrison
3:00:00 PM,152,195,110,429,261,127,0,0,3,Harrison
4:00:00 PM,194,163,104,886,279,163,0,0,3,Harrison
5:00:00 PM,200,237,76,"1,721",282,181,0,0,3,Harrison
6:00:00 PM,153,301,64,"2,016",340,192,0,0,3,Harrison
7:00:00 PM,84,128,52,"1,174",335,201,0,0,3,Harrison
8:00:00 PM,55,95,46,640,256,185,0,0,3,Harrison
9:00:00 PM,65,192,28,474,206,156,0,0,3,Harrison
10:00:00 PM,169,91,26,320,227,80,0,0,3,Harrison
11:00:00 PM,23,27,6,197,183,108,0,0,3,Harrison
12:00:00 AM,5,6,8,117,190,152,0,0,4,Harrison
1:00:00 AM,2,5,5,48,68,91,0,0,4,Harrison
2:00:00 AM,6,4,6,46,62,86,0,0,4,Harrison
3:00:00 AM,26,9,7,22,49,56,0,0,4,Harrison
4:00:00 AM,69,21,10,17,22,37,0,0,4,Harrison
5:00:00 AM,435,68,39,29,33,33,0,0,4,Harrison
6:00:00 AM,843,89,61,78,22,19,0,0,4,Harrison
7:00:00 AM,"1,934",122,63,109,47,26,0,0,4,Harrison
8:00:00 AM,"2,438",171,100,122,32,30,0,0,4,Harrison
9:00:00 AM,"1,102",222,146,104,57,29,0,0,4,Harrison
10:00:00 AM,386,242,182,95,65,61,0,0,4,Harrison
11:00:00 AM,256,284,206,95,78,65,0,0,4,Harrison
12:00:00 PM,199,272,187,143,97,85,0,0,4,Harrison
1:00:00 PM,188,245,167,189,149,99,0,0,4,Harrison
2:00:00 PM,184,237,146,289,171,111,0,0,4,Harrison
3:00:00 PM,163,207,128,466,223,125,0,0,4,Harrison
4:00:00 PM,194,204,115,944,278,170,0,0,4,Harrison
5:00:00 PM,202,172,91,"1,733",363,211,0,0,4,Harrison
6:00:00 PM,151,158,76,"1,995",525,224,0,0,4,Harrison
7:00:00 PM,78,111,64,"1,152",384,234,0,0,4,Harrison
8:00:00 PM,52,125,50,627,293,253,0,0,4,Harrison
9:00:00 PM,59,508,31,460,314,154,0,0,4,Harrison
10:00:00 PM,33,93,25,319,269,116,0,0,4,Harrison
11:00:00 PM,13,24,13,193,245,123,0,0,4,Harrison
12:00:00 AM,5,8,7,132,212,132,5,138,5,Harrison
1:00:00 AM,3,5,5,63,98,114,4,62,5,Harrison
2:00:00 AM,6,5,6,50,84,82,4,29,5,Harrison
3:00:00 AM,24,9,5,21,61,44,7,38,5,Harrison
4:00:00 AM,64,17,10,16,34,34,14,18,5,Harrison
5:00:00 AM,441,72,35,28,24,33,61,17,5,Harrison
6:00:00 AM,894,94,52,75,22,23,99,13,5,Harrison
7:00:00 AM,"1,927",128,61,109,51,31,126,32,5,Harrison
8:00:00 AM,"2,452",176,107,119,80,46,118,54,5,Harrison
9:00:00 AM,"1,117",226,138,115,59,95,214,77,5,Harrison
10:00:00 AM,389,292,179,92,92,353,301,77,5,Harrison
11:00:00 AM,249,326,205,92,117,306,261,64,5,Harrison
12:00:00 PM,205,301,207,142,237,136,267,102,5,Harrison
1:00:00 PM,197,257,223,212,455,108,265,141,5,Harrison
2:00:00 PM,189,243,671,293,224,181,202,130,5,Harrison
3:00:00 PM,166,249,238,478,208,215,182,172,5,Harrison
4:00:00 PM,209,719,142,980,256,390,138,230,5,Harrison
5:00:00 PM,204,288,116,"1,770",291,240,133,327,5,Harrison
6:00:00 PM,166,198,81,"2,007",317,263,88,343,5,Harrison
7:00:00 PM,100,133,391,"1,174",372,244,78,356,5,Harrison
8:00:00 PM,62,85,121,591,308,219,82,294,5,Harrison
9:00:00 PM,71,71,50,474,272,176,67,208,5,Harrison
10:00:00 PM,107,66,31,352,306,108,34,197,5,Harrison
11:00:00 PM,20,23,16,217,286,139,17,141,5,Harrison
12:00:00 AM,15,14,14,148,199,107,0,0,6,Harrison
1:00:00 AM,3,4,7,54,132,157,0,0,6,Harrison
2:00:00 AM,7,6,3,54,111,90,0,0,6,Harrison
3:00:00 AM,24,8,6,23,63,73,0,0,6,Harrison
4:00:00 AM,71,23,7,17,41,31,0,0,6,Harrison
5:00:00 AM,434,68,39,27,31,26,0,0,6,Harrison
6:00:00 AM,895,107,59,70,34,28,0,0,6,Harrison
7:00:00 AM,"1,988",136,67,112,42,31,0,0,6,Harrison
8:00:00 AM,"2,497",171,103,129,46,33,0,0,6,Harrison
9:00:00 AM,"1,128",210,190,120,59,51,0,0,6,Harrison
10:00:00 AM,401,280,273,91,95,66,0,0,6,Harrison
11:00:00 AM,254,292,290,105,94,77,0,0,6,Harrison
12:00:00 PM,203,275,280,142,144,101,0,0,6,Harrison
1:00:00 PM,191,285,229,208,163,140,0,0,6,Harrison
2:00:00 PM,192,235,201,293,173,135,0,0,6,Harrison
3:00:00 PM,169,208,187,465,202,172,0,0,6,Harrison
4:00:00 PM,205,216,173,965,241,189,0,0,6,Harrison
5:00:00 PM,204,202,120,"1,709",315,245,0,0,6,Harrison
6:00:00 PM,170,209,98,"2,163",383,289,0,0,6,Harrison
7:00:00 PM,98,136,80,"1,234",320,321,0,0,6,Harrison
8:00:00 PM,69,96,78,636,297,298,0,0,6,Harrison
9:00:00 PM,74,265,48,502,313,264,0,0,6,Harrison
10:00:00 PM,115,103,30,378,325,238,0,0,6,Harrison
11:00:00 PM,59,40,11,241,333,184,0,0,6,Harrison
12:00:00 AM,5,10,15,141,276,180,21,235,7,Harrison
1:00:00 AM,3,6,5,57,69,91,14,88,7,Harrison
2:00:00 AM,6,2,4,48,113,85,7,76,7,Harrison
3:00:00 AM,23,11,6,23,49,47,8,56,7,Harrison
4:00:00 AM,75,16,9,15,38,38,12,52,7,Harrison
5:00:00 AM,406,69,36,23,24,27,52,6,7,Harrison
6:00:00 AM,841,101,52,72,31,16,72,25,7,Harrison
7:00:00 AM,"1,943",112,69,107,40,26,90,37,7,Harrison
8:00:00 AM,"2,417",160,87,121,49,29,117,29,7,Harrison
9:00:00 AM,"1,067",198,154,109,50,34,189,43,7,Harrison
10:00:00 AM,402,262,186,87,83,62,255,70,7,Harrison
11:00:00 AM,256,249,212,109,70,70,213,93,7,Harrison
12:00:00 PM,216,230,197,150,109,96,235,112,7,Harrison
1:00:00 PM,196,225,166,204,133,116,267,178,7,Harrison
2:00:00 PM,186,174,159,313,144,134,220,164,7,Harrison
3:00:00 PM,170,175,122,493,194,177,259,193,7,Harrison
4:00:00 PM,193,177,111,949,245,251,279,199,7,Harrison
5:00:00 PM,196,186,110,"1,775",242,472,307,187,7,Harrison
6:00:00 PM,167,153,108,"2,071",341,358,391,213,7,Harrison
7:00:00 PM,102,123,78,"1,236",354,257,410,264,7,Harrison
8:00:00 PM,72,98,217,594,252,236,357,221,7,Harrison
9:00:00 PM,131,275,518,490,290,218,98,167,7,Harrison
10:00:00 PM,85,95,57,358,270,165,59,"1,087",7,Harrison
11:00:00 PM,22,24,12,225,280,171,27,496,7,Harrison
12:00:00 AM,6,9,14,139,221,163,0,0,8,Harrison
1:00:00 AM,5,4,7,51,78,115,0,0,8,Harrison
2:00:00 AM,6,4,4,46,102,67,0,0,8,Harrison
3:00:00 AM,26,9,5,24,59,67,0,0,8,Harrison
4:00:00 AM,74,16,10,14,39,25,0,0,8,Harrison
5:00:00 AM,410,54,34,21,21,26,0,0,8,Harrison
6:00:00 AM,813,112,53,83,27,19,0,0,8,Harrison
7:00:00 AM,"1,864",123,65,107,43,35,0,0,8,Harrison
8:00:00 AM,"2,403",168,128,128,43,18,0,0,8,Harrison
9:00:00 AM,"1,083",216,165,104,63,52,0,0,8,Harrison
10:00:00 AM,396,283,207,82,73,70,0,0,8,Harrison
11:00:00 AM,260,308,248,99,91,96,0,0,8,Harrison
12:00:00 PM,220,300,214,141,120,221,0,0,8,Harrison
1:00:00 PM,198,255,190,207,138,162,0,0,8,Harrison
2:00:00 PM,190,225,169,304,180,140,0,0,8,Harrison
3:00:00 PM,177,205,335,470,227,155,0,0,8,Harrison
4:00:00 PM,203,197,168,912,305,179,0,0,8,Harrison
5:00:00 PM,211,177,135,"1,676",464,226,0,0,8,Harrison
6:00:00 PM,177,179,102,"1,965",574,209,0,0,8,Harrison
7:00:00 PM,106,159,69,"1,081",378,336,0,0,8,Harrison
8:00:00 PM,65,347,60,587,296,223,0,0,8,Harrison
9:00:00 PM,64,504,44,471,366,208,0,0,8,Harrison
10:00:00 PM,45,99,33,344,314,173,0,0,8,Harrison
11:00:00 PM,21,43,11,227,300,164,0,0,8,Harrison
12:00:00 AM,37,52,55,371,590,406,54,474,1,Journal Square
1:00:00 AM,18,27,31,225,346,367,53,602,1,Journal Square
2:00:00 AM,26,33,24,110,252,214,46,483,1,Journal Square
3:00:00 AM,55,32,35,100,150,160,46,318,1,Journal Square
4:00:00 AM,216,91,56,88,135,156,103,259,1,Journal Square
5:00:00 AM,704,286,184,151,129,137,277,170,1,Journal Square
6:00:00 AM,"1,686",400,245,297,134,98,477,178,1,Journal Square
7:00:00 AM,"3,387",620,363,511,214,161,789,233,1,Journal Square
8:00:00 AM,"6,024",726,478,638,256,193,999,279,1,Journal Square
9:00:00 AM,"3,531",821,581,478,311,172,757,227,1,Journal Square
10:00:00 AM,"1,370",808,644,375,278,200,607,245,1,Journal Square
11:00:00 AM,948,858,645,352,315,253,676,262,1,Journal Square
12:00:00 PM,805,835,695,467,350,299,679,324,1,Journal Square
1:00:00 PM,775,816,693,576,450,384,759,386,1,Journal Square
2:00:00 PM,810,816,691,746,570,463,748,538,1,Journal Square
3:00:00 PM,858,766,636,"1,036",650,524,710,643,1,Journal Square
4:00:00 PM,935,719,584,"1,766",785,681,650,861,1,Journal Square
5:00:00 PM,926,688,472,"3,771","1,007",736,579,"1,105",1,Journal Square
6:00:00 PM,669,614,399,"4,516",936,862,428,"1,369",1,Journal Square
7:00:00 PM,421,448,256,"2,858",852,806,299,"1,129",1,Journal Square
8:00:00 PM,305,341,193,"1,774",865,719,209,925,1,Journal Square
9:00:00 PM,262,288,177,"1,292",710,623,191,833,1,Journal Square
10:00:00 PM,211,210,139,918,692,559,150,619,1,Journal Square
11:00:00 PM,84,134,60,593,619,422,72,503,1,Journal Square
12:00:00 AM,41,53,61,411,616,586,39,397,2,Journal Square
1:00:00 AM,23,28,30,217,403,376,19,218,2,Journal Square
2:00:00 AM,26,30,31,120,210,266,19,99,2,Journal Square
3:00:00 AM,55,35,37,114,260,218,38,128,2,Journal Square
4:00:00 AM,218,89,55,102,166,154,123,84,2,Journal Square
5:00:00 AM,713,278,174,153,163,159,385,132,2,Journal Square
6:00:00 AM,"1,685",385,244,323,139,115,819,152,2,Journal Square
7:00:00 AM,"3,570",667,371,595,247,176,"1,344",278,2,Journal Square
8:00:00 AM,"6,134",836,515,751,322,244,"1,749",370,2,Journal Square
9:00:00 AM,"3,545",877,645,563,391,177,"1,393",300,2,Journal Square
10:00:00 AM,"1,470",881,695,419,332,243,897,340,2,Journal Square
11:00:00 AM,"1,022",960,708,426,363,255,833,376,2,Journal Square
12:00:00 PM,856,899,737,545,422,343,831,422,2,Journal Square
1:00:00 PM,827,908,764,677,532,467,823,454,2,Journal Square
2:00:00 PM,855,895,752,877,640,486,814,757,2,Journal Square
3:00:00 PM,905,826,658,"1,129",717,619,785,935,2,Journal Square
4:00:00 PM,"1,006",874,629,"1,889",855,696,752,"1,204",2,Journal Square
5:00:00 PM,"1,000",742,546,"3,925","1,078",876,737,"1,615",2,Journal Square
6:00:00 PM,745,667,401,"4,718","1,018",962,575,"1,874",2,Journal Square
7:00:00 PM,455,470,278,"3,026","1,081",877,322,"1,477",2,Journal Square
8:00:00 PM,336,349,210,"1,988",983,877,236,"1,262",2,Journal Square
9:00:00 PM,292,271,187,"1,540",794,634,220,"1,073",2,Journal Square
10:00:00 PM,223,234,168,"1,057",798,675,177,780,2,Journal Square
11:00:00 PM,87,136,79,687,688,441,83,609,2,Journal Square
12:00:00 AM,38,65,63,410,679,674,0,0,3,Journal Square
1:00:00 AM,24,36,29,269,403,397,0,0,3,Journal Square
2:00:00 AM,28,34,29,109,296,246,0,0,3,Journal Square
3:00:00 AM,56,33,37,103,204,260,0,0,3,Journal Square
4:00:00 AM,210,90,62,88,152,203,0,0,3,Journal Square
5:00:00 AM,699,297,179,132,139,149,0,0,3,Journal Square
6:00:00 AM,"1,727",407,247,270,155,125,0,0,3,Journal Square
7:00:00 AM,"3,555",698,426,464,223,187,0,0,3,Journal Square
8:00:00 AM,"6,198",847,556,547,337,269,0,0,3,Journal Square
9:00:00 AM,"3,630",911,676,440,379,230,0,0,3,Journal Square
10:00:00 AM,"1,530",993,766,376,335,258,0,0,3,Journal Square
11:00:00 AM,"1,067","1,086",765,386,339,265,0,0,3,Journal Square
12:00:00 PM,907,"1,084",765,470,418,318,0,0,3,Journal Square
1:00:00 PM,854,"1,059",780,608,561,414,0,0,3,Journal Square
2:00:00 PM,874,"1,030",741,779,591,445,0,0,3,Journal Square
3:00:00 PM,922,940,646,"1,001",780,578,0,0,3,Journal Square
4:00:00 PM,"1,033",916,623,"1,773",888,682,0,0,3,Journal Square
5:00:00 PM,"1,007",850,534,"3,563","1,038",722,0,0,3,Journal Square
6:00:00 PM,778,699,423,"4,269","1,115",894,0,0,3,Journal Square
7:00:00 PM,510,570,319,"2,761","1,122",857,0,0,3,Journal Square
8:00:00 PM,360,436,238,"1,965","1,112",884,0,0,3,Journal Square
9:00:00 PM,294,346,183,"1,468","1,054",708,0,0,3,Journal Square
10:00:00 PM,228,269,156,"1,035",902,592,0,0,3,Journal Square
11:00:00 PM,96,142,65,674,763,453,0,0,3,Journal Square
12:00:00 AM,42,76,72,489,734,793,0,0,4,Journal Square
1:00:00 AM,24,34,36,273,354,519,0,0,4,Journal Square
2:00:00 AM,29,35,36,129,248,341,0,0,4,Journal Square
3:00:00 AM,54,37,34,121,225,257,0,0,4,Journal Square
4:00:00 AM,219,94,68,105,169,243,0,0,4,Journal Square
5:00:00 AM,721,316,192,155,153,160,0,0,4,Journal Square
6:00:00 AM,"1,782",432,291,338,158,152,0,0,4,Journal Square
7:00:00 AM,"3,684",736,470,585,273,209,0,0,4,Journal Square
8:00:00 AM,"6,244",933,614,739,340,251,0,0,4,Journal Square
9:00:00 AM,"3,677","1,021",728,561,430,168,0,0,4,Journal Square
10:00:00 AM,"1,647","1,115",941,458,381,311,0,0,4,Journal Square
11:00:00 AM,"1,159","1,236",958,461,340,354,0,0,4,Journal Square
12:00:00 PM,967,"1,192",869,553,485,397,0,0,4,Journal Square
1:00:00 PM,911,"1,191",877,677,584,472,0,0,4,Journal Square
2:00:00 PM,921,"1,130",782,900,646,530,0,0,4,Journal Square
3:00:00 PM,971,"1,044",715,"1,180",783,634,0,0,4,Journal Square
4:00:00 PM,"1,059","1,048",660,"1,982",948,779,0,0,4,Journal Square
5:00:00 PM,"1,034",873,546,"4,001","1,268",919,0,0,4,Journal Square
6:00:00 PM,776,800,470,"4,668","1,163","1,010",0,0,4,Journal Square
7:00:00 PM,488,559,385,"3,202","1,311","1,067",0,0,4,Journal Square
8:00:00 PM,367,447,287,"2,158","1,355","1,057",0,0,4,Journal Square
9:00:00 PM,304,400,202,"1,781","1,362","1,015",0,0,4,Journal Square
10:00:00 PM,234,282,178,"1,154","1,112",830,0,0,4,Journal Square
11:00:00 PM,96,167,72,754,"1,021",494,0,0,4,Journal Square
12:00:00 AM,42,75,89,551,835,834,76,736,5,Journal Square
1:00:00 AM,27,45,43,297,505,582,27,452,5,Journal Square
2:00:00 AM,27,33,33,145,313,353,22,237,5,Journal Square
3:00:00 AM,55,43,33,134,250,279,24,84,5,Journal Square
4:00:00 AM,230,104,69,109,176,175,87,138,5,Journal Square
5:00:00 AM,756,296,199,168,167,168,235,130,5,Journal Square
6:00:00 AM,"1,875",479,299,351,162,151,389,90,5,Journal Square
7:00:00 AM,"3,722",765,468,597,269,199,613,192,5,Journal Square
8:00:00 AM,"6,163",927,598,754,334,253,665,250,5,Journal Square
9:00:00 AM,"3,616","1,093",741,570,364,218,913,326,5,Journal Square
10:00:00 AM,"1,605","1,216",893,462,401,267,"1,013",262,5,Journal Square
11:00:00 AM,"1,160","1,289",954,473,435,325,996,327,5,Journal Square
12:00:00 PM,986,"1,241",877,556,492,368,"1,037",457,5,Journal Square
1:00:00 PM,930,"1,193",873,713,619,477,930,484,5,Journal Square
2:00:00 PM,921,"1,108",826,915,679,532,873,605,5,Journal Square
3:00:00 PM,947,"1,084",674,"1,254",782,642,782,831,5,Journal Square
4:00:00 PM,"1,058",948,635,"1,981","1,033",745,677,951,5,Journal Square
5:00:00 PM,"1,024",960,565,"4,176","1,199",858,684,"1,136",5,Journal Square
6:00:00 PM,778,804,436,"4,658","1,447","1,074",543,"1,302",5,Journal Square
7:00:00 PM,528,601,312,"3,232","1,416","1,088",447,"1,257",5,Journal Square
8:00:00 PM,379,465,278,"2,103","1,442","1,019",332,"1,363",5,Journal Square
9:00:00 PM,326,375,218,"1,728","1,305",943,275,"1,022",5,Journal Square
10:00:00 PM,256,288,183,"1,240","1,134",762,244,"1,136",5,Journal Square
11:00:00 PM,114,161,93,839,926,596,106,741,5,Journal Square
12:00:00 AM,51,86,91,606,942,968,0,0,6,Journal Square
1:00:00 AM,29,46,36,326,494,592,0,0,6,Journal Square
2:00:00 AM,31,32,33,163,373,355,0,0,6,Journal Square
3:00:00 AM,55,43,34,142,299,263,0,0,6,Journal Square
4:00:00 AM,238,106,65,116,167,225,0,0,6,Journal Square
5:00:00 AM,751,325,207,158,199,183,0,0,6,Journal Square
6:00:00 AM,"1,884",516,317,365,190,135,0,0,6,Journal Square
7:00:00 AM,"3,801",744,473,582,273,225,0,0,6,Journal Square
8:00:00 AM,"6,349",909,647,849,424,314,0,0,6,Journal Square
9:00:00 AM,"3,633","1,057",852,595,416,258,0,0,6,Journal Square
10:00:00 AM,"1,568","1,176","1,061",441,358,339,0,0,6,Journal Square
11:00:00 AM,"1,151","1,266","1,141",464,395,338,0,0,6,Journal Square
12:00:00 PM,974,"1,249","1,079",583,534,392,0,0,6,Journal Square
1:00:00 PM,931,"1,201","1,018",678,555,476,0,0,6,Journal Square
2:00:00 PM,913,"1,126",889,900,680,578,0,0,6,Journal Square
3:00:00 PM,898,"1,011",789,"1,233",800,734,0,0,6,Journal Square
4:00:00 PM,"1,004",968,822,"1,928",963,895,0,0,6,Journal Square
