Hour,Avg Weekday Entry,Avg Saturday Entry,Avg Sunday Entry,Avg Weekday Exit,Avg Saturday Exit,Avg Sunday Exit,Avg Holiday Entries,Avg Holiday Exits,month,station
5:00:00 PM,"1,001","1,034",677,"4,054","1,195","1,008",0,0,6,Journal Square
6:00:00 PM,801,788,503,"4,815","1,252","1,171",0,0,6,Journal Square
7:00:00 PM,539,620,410,"3,222","1,343","1,203",0,0,6,Journal Square
8:00:00 PM,390,506,301,"2,174","1,303","1,156",0,0,6,Journal Square
9:00:00 PM,352,424,261,"1,749","1,333","1,013",0,0,6,Journal Square
10:00:00 PM,263,323,195,"1,282","1,292","1,129",0,0,6,Journal Square
11:00:00 PM,117,180,89,846,"1,105",713,0,0,6,Journal Square
12:00:00 AM,51,84,82,610,888,833,70,685,7,Journal Square
1:00:00 AM,29,44,31,328,494,504,22,469,7,Journal Square
2:00:00 AM,28,27,29,165,392,327,23,237,7,Journal Square
3:00:00 AM,56,38,35,147,300,288,25,130,7,Journal Square
4:00:00 AM,224,92,65,117,207,194,95,159,7,Journal Square
5:00:00 AM,723,309,181,170,226,174,270,190,7,Journal Square
6:00:00 AM,"1,824",500,302,371,175,142,458,133,7,Journal Square
7:00:00 AM,"3,728",702,466,596,311,225,574,310,7,Journal Square
8:00:00 AM,"6,102",870,578,916,463,381,743,291,7,Journal Square
9:00:00 AM,"3,595","1,050",743,725,485,307,840,274,7,Journal Square
10:00:00 AM,"1,599","1,141",878,505,482,464,957,290,7,Journal Square
11:00:00 AM,"1,147","1,165",946,461,508,468,"1,017",358,7,Journal Square
12:00:00 PM,982,"1,101",896,587,562,526,957,426,7,Journal Square
1:00:00 PM,"1,019",983,819,749,600,563,"1,056",526,7,Journal Square
2:00:00 PM,892,987,831,940,726,695,"1,104",661,7,Journal Square
3:00:00 PM,883,902,737,"1,281",833,771,"1,084",780,7,Journal Square
4:00:00 PM,"1,023",858,739,"2,058",878,855,965,955,7,Journal Square
5:00:00 PM,"1,014",937,641,"4,251","1,213",954,"1,195","1,056",7,Journal Square
6:00:00 PM,807,793,513,"4,825","1,223","1,079","1,188","1,119",7,Journal Square
7:00:00 PM,539,596,417,"3,284","1,324","1,157","1,296","1,196",7,Journal Square
8:00:00 PM,377,492,310,"2,168","1,222","1,234","1,299","1,078",7,Journal Square
9:00:00 PM,331,405,276,"1,751","1,370","1,177",661,"1,121",7,Journal Square
10:00:00 PM,265,287,185,"1,270","1,178","1,025",313,"4,657",7,Journal Square
11:00:00 PM,113,164,85,887,"1,171",799,216,"2,512",7,Journal Square
12:00:00 AM,47,76,87,549,878,784,0,0,8,Journal Square
1:00:00 AM,28,45,42,327,502,522,0,0,8,Journal Square
2:00:00 AM,30,31,30,143,305,356,0,0,8,Journal Square
3:00:00 AM,59,41,38,141,225,221,0,0,8,Journal Square
4:00:00 AM,231,96,73,104,239,212,0,0,8,Journal Square
5:00:00 AM,735,299,185,172,188,186,0,0,8,Journal Square
6:00:00 AM,"1,774",463,290,328,141,108,0,0,8,Journal Square
7:00:00 AM,"3,644",711,472,519,286,207,0,0,8,Journal Square
8:00:00 AM,"6,038",882,613,691,341,288,0,0,8,Journal Square
9:00:00 AM,"3,572","1,003",785,530,407,228,0,0,8,Journal Square
10:00:00 AM,"1,584","1,197",921,463,396,324,0,0,8,Journal Square
11:00:00 AM,"1,169","1,191","1,050",468,421,342,0,0,8,Journal Square
12:00:00 PM,969,"1,141",969,553,503,403,0,0,8,Journal Square
1:00:00 PM,940,"1,145","1,022",773,553,474,0,0,8,Journal Square
2:00:00 PM,890,"1,111",864,934,654,541,0,0,8,Journal Square
3:00:00 PM,888,993,784,"1,256",735,646,0,0,8,Journal Square
4:00:00 PM,"1,016",949,759,"2,002",930,798,0,0,8,Journal Square
5:00:00 PM,"1,017",995,640,"4,136","1,054",976,0,0,8,Journal Square
6:00:00 PM,791,827,496,"4,688","1,259","1,171",0,0,8,Journal Square
7:00:00 PM,556,641,387,"3,104","1,207","1,177",0,0,8,Journal Square
8:00:00 PM,401,498,333,"2,148","1,556","1,122",0,0,8,Journal Square
9:00:00 PM,328,418,245,"1,731","1,360",974,0,0,8,Journal Square
10:00:00 PM,254,317,187,"1,271","1,288","1,123",0,0,8,Journal Square
11:00:00 PM,114,156,87,841,"1,136",672,0,0,8,Journal Square
12:00:00 AM,23,84,96,174,416,372,93,227,1,Grove Street
1:00:00 AM,14,47,57,108,249,266,150,480,1,Grove Street
2:00:00 AM,7,34,33,41,125,125,105,295,1,Grove Street
3:00:00 AM,13,11,19,30,58,91,43,170,1,Grove Street
4:00:00 AM,50,27,14,25,56,61,29,92,1,Grove Street
5:00:00 AM,222,56,34,43,22,32,64,51,1,Grove Street
6:00:00 AM,947,98,54,180,61,37,159,60,1,Grove Street
7:00:00 AM,"2,901",221,117,607,86,53,375,117,1,Grove Street
8:00:00 AM,"6,098",356,213,840,142,104,694,134,1,Grove Street
9:00:00 AM,"3,207",487,301,591,185,122,501,199,1,Grove Street
10:00:00 AM,976,599,476,302,255,197,420,153,1,Grove Street
11:00:00 AM,570,758,636,282,300,233,531,234,1,Grove Street
12:00:00 PM,469,792,685,324,345,326,558,291,1,Grove Street
1:00:00 PM,421,684,609,375,399,348,544,334,1,Grove Street
2:00:00 PM,417,621,550,479,458,419,496,400,1,Grove Street
3:00:00 PM,497,627,473,689,515,556,424,470,1,Grove Street
4:00:00 PM,742,633,447,"1,227",650,573,398,656,1,Grove Street
5:00:00 PM,"1,199",688,414,"3,269",826,617,414,823,1,Grove Street
6:00:00 PM,845,652,335,"4,460",764,730,330,"1,034",1,Grove Street
7:00:00 PM,473,507,221,"2,749",725,528,225,747,1,Grove Street
8:00:00 PM,276,355,181,"1,584",641,474,149,557,1,Grove Street
9:00:00 PM,196,241,131,"1,110",551,381,108,439,1,Grove Street
10:00:00 PM,158,223,106,733,545,335,85,348,1,Grove Street
11:00:00 PM,85,161,50,422,525,214,43,173,1,Grove Street
12:00:00 AM,31,81,110,194,448,384,46,217,2,Grove Street
1:00:00 AM,14,56,60,112,282,254,24,136,2,Grove Street
2:00:00 AM,9,39,50,51,157,166,4,68,2,Grove Street
3:00:00 AM,12,15,16,24,90,94,8,26,2,Grove Street
4:00:00 AM,50,22,17,23,56,73,16,29,2,Grove Street
5:00:00 AM,221,53,34,44,43,43,88,48,2,Grove Street
6:00:00 AM,948,115,50,194,54,36,245,79,2,Grove Street
7:00:00 AM,"2,990",243,122,629,95,46,710,162,2,Grove Street
8:00:00 AM,"6,019",418,252,879,139,106,"1,304",233,2,Grove Street
9:00:00 AM,"3,321",542,350,608,203,113,"1,000",253,2,Grove Street
10:00:00 AM,993,713,562,313,262,252,678,234,2,Grove Street
11:00:00 AM,605,852,716,293,316,250,712,272,2,Grove Street
12:00:00 PM,481,952,719,354,415,316,647,329,2,Grove Street
1:00:00 PM,444,770,634,413,459,401,645,412,2,Grove Street
2:00:00 PM,428,712,556,530,508,419,532,494,2,Grove Street
3:00:00 PM,515,681,530,722,583,588,481,632,2,Grove Street
4:00:00 PM,788,682,509,"1,260",767,639,513,707,2,Grove Street
5:00:00 PM,"1,226",736,486,"3,312",875,712,589,"1,164",2,Grove Street
6:00:00 PM,901,740,369,"4,398",847,763,536,"1,458",2,Grove Street
7:00:00 PM,502,564,225,"2,733",864,640,290,"1,097",2,Grove Street
8:00:00 PM,294,376,174,"1,683",675,548,189,723,2,Grove Street
9:00:00 PM,207,300,158,"1,211",633,453,156,608,2,Grove Street
10:00:00 PM,161,228,210,838,626,420,112,450,2,Grove Street
11:00:00 PM,101,195,84,493,607,236,57,205,2,Grove Street
12:00:00 AM,32,96,116,220,530,535,0,0,3,Grove Street
1:00:00 AM,16,61,59,132,304,297,0,0,3,Grove Street
2:00:00 AM,8,38,35,46,160,137,0,0,3,Grove Street
3:00:00 AM,12,18,25,27,72,111,0,0,3,Grove Street
4:00:00 AM,48,23,21,25,71,86,0,0,3,Grove Street
5:00:00 AM,203,51,47,43,38,55,0,0,3,Grove Street
6:00:00 AM,920,98,70,206,59,41,0,0,3,Grove Street
7:00:00 AM,"2,872",253,143,620,96,63,0,0,3,Grove Street
8:00:00 AM,"6,017",421,271,890,147,98,0,0,3,Grove Street
9:00:00 AM,"3,437",608,359,621,249,131,0,0,3,Grove Street
10:00:00 AM,"1,109",813,582,320,302,259,0,0,3,Grove Street
11:00:00 AM,679,949,697,297,351,278,0,0,3,Grove Street
12:00:00 PM,538,"1,003",698,359,426,334,0,0,3,Grove Street
1:00:00 PM,459,905,667,421,495,412,0,0,3,Grove Street
2:00:00 PM,429,826,558,550,560,460,0,0,3,Grove Street
3:00:00 PM,532,768,506,746,663,583,0,0,3,Grove Street
4:00:00 PM,792,771,463,"1,309",757,638,0,0,3,Grove Street
5:00:00 PM,"1,245",804,419,"3,297",901,698,0,0,3,Grove Street
6:00:00 PM,932,744,338,"4,406",990,806,0,0,3,Grove Street
7:00:00 PM,553,556,250,"2,826",909,616,0,0,3,Grove Street
8:00:00 PM,322,424,179,"1,823",845,674,0,0,3,Grove Street
9:00:00 PM,236,307,162,"1,305",820,474,0,0,3,Grove Street
10:00:00 PM,185,274,116,891,837,384,0,0,3,Grove Street
11:00:00 PM,111,209,72,554,679,193,0,0,3,Grove Street
12:00:00 AM,34,99,126,248,499,674,0,0,4,Grove Street
1:00:00 AM,17,53,64,134,250,346,0,0,4,Grove Street
2:00:00 AM,8,34,46,52,127,182,0,0,4,Grove Street
3:00:00 AM,11,26,53,31,91,121,0,0,4,Grove Street
4:00:00 AM,45,21,21,28,67,93,0,0,4,Grove Street
5:00:00 AM,209,50,40,46,39,49,0,0,4,Grove Street
6:00:00 AM,921,110,75,200,60,41,0,0,4,Grove Street
7:00:00 AM,"3,005",268,186,626,100,60,0,0,4,Grove Street
8:00:00 AM,"6,074",449,323,863,173,114,0,0,4,Grove Street
9:00:00 AM,"3,427",679,499,608,230,163,0,0,4,Grove Street
10:00:00 AM,"1,183",879,735,342,302,299,0,0,4,Grove Street
11:00:00 AM,737,"1,082",794,322,371,331,0,0,4,Grove Street
12:00:00 PM,574,"1,097",792,368,448,378,0,0,4,Grove Street
1:00:00 PM,493,973,668,443,587,403,0,0,4,Grove Street
2:00:00 PM,461,857,588,586,567,546,0,0,4,Grove Street
3:00:00 PM,538,844,557,819,637,580,0,0,4,Grove Street
4:00:00 PM,792,715,458,"1,368",803,683,0,0,4,Grove Street
5:00:00 PM,"1,252",801,422,"3,387",928,746,0,0,4,Grove Street
6:00:00 PM,925,767,371,"4,479","1,058",880,0,0,4,Grove Street
7:00:00 PM,530,623,275,"2,960","1,050",887,0,0,4,Grove Street
8:00:00 PM,316,418,215,"1,807",978,733,0,0,4,Grove Street
9:00:00 PM,228,347,163,"1,334","1,011",608,0,0,4,Grove Street
10:00:00 PM,181,302,159,891,896,489,0,0,4,Grove Street
11:00:00 PM,100,239,77,568,787,302,0,0,4,Grove Street
12:00:00 AM,39,125,148,281,605,406,62,353,5,Grove Street
1:00:00 AM,18,53,76,142,341,362,42,236,5,Grove Street
2:00:00 AM,11,40,48,50,182,168,14,104,5,Grove Street
3:00:00 AM,12,25,28,36,87,99,7,17,5,Grove Street
4:00:00 AM,49,35,20,29,83,74,13,44,5,Grove Street
5:00:00 AM,215,72,37,46,52,50,31,33,5,Grove Street
6:00:00 AM,961,120,79,204,58,45,86,41,5,Grove Street
7:00:00 AM,"3,076",262,147,661,106,65,142,93,5,Grove Street
8:00:00 AM,"6,013",450,303,881,181,112,300,137,5,Grove Street
9:00:00 AM,"3,415",682,413,622,265,154,496,214,5,Grove Street
10:00:00 AM,"1,172",903,724,356,313,242,619,281,5,Grove Street
11:00:00 AM,754,"1,099",781,319,419,300,738,370,5,Grove Street
12:00:00 PM,585,"1,007",735,397,486,397,663,377,5,Grove Street
1:00:00 PM,533,923,638,485,562,420,611,471,5,Grove Street
2:00:00 PM,482,810,564,643,566,502,576,614,5,Grove Street
3:00:00 PM,582,746,501,878,713,577,479,545,5,Grove Street
4:00:00 PM,848,703,482,"1,471",788,621,448,755,5,Grove Street
5:00:00 PM,"1,294",782,462,"3,480","1,016",696,527,777,5,Grove Street
6:00:00 PM,946,730,345,"4,420","1,031",845,457,813,5,Grove Street
7:00:00 PM,563,591,280,"2,880",993,759,338,737,5,Grove Street
8:00:00 PM,365,478,237,"1,768","1,070",658,314,844,5,Grove Street
9:00:00 PM,272,373,175,"1,347",928,547,250,643,5,Grove Street
10:00:00 PM,203,312,151,977,802,467,178,531,5,Grove Street
11:00:00 PM,125,255,91,648,721,302,83,259,5,Grove Street
12:00:00 AM,44,158,151,318,704,622,0,0,6,Grove Street
1:00:00 AM,20,85,94,162,352,340,0,0,6,Grove Street
2:00:00 AM,12,56,55,55,197,167,0,0,6,Grove Street
3:00:00 AM,14,28,24,36,131,118,0,0,6,Grove Street
4:00:00 AM,48,35,17,31,84,91,0,0,6,Grove Street
5:00:00 AM,216,72,37,46,60,47,0,0,6,Grove Street
6:00:00 AM,970,159,76,198,59,38,0,0,6,Grove Street
7:00:00 AM,"3,047",294,162,598,121,74,0,0,6,Grove Street
8:00:00 AM,"6,006",430,327,880,200,119,0,0,6,Grove Street
9:00:00 AM,"3,473",664,485,653,287,159,0,0,6,Grove Street
10:00:00 AM,"1,170",844,794,361,347,301,0,0,6,Grove Street
11:00:00 AM,760,"1,024",942,346,459,349,0,0,6,Grove Street
12:00:00 PM,584,"1,016",920,405,518,424,0,0,6,Grove Street
1:00:00 PM,527,893,747,486,579,463,0,0,6,Grove Street
2:00:00 PM,493,822,666,641,658,508,0,0,6,Grove Street
3:00:00 PM,544,753,566,853,692,644,0,0,6,Grove Street
4:00:00 PM,823,741,542,"1,422",827,680,0,0,6,Grove Street
5:00:00 PM,"1,291",798,530,"3,340",916,844,0,0,6,Grove Street
6:00:00 PM,984,764,423,"4,468","1,039",896,0,0,6,Grove Street
7:00:00 PM,606,586,331,"2,896",907,907,0,0,6,Grove Street
8:00:00 PM,373,465,259,"1,757",885,745,0,0,6,Grove Street
9:00:00 PM,296,404,218,"1,404",853,728,0,0,6,Grove Street
10:00:00 PM,222,330,159,984,917,624,0,0,6,Grove Street
11:00:00 PM,130,247,95,640,859,405,0,0,6,Grove Street
12:00:00 AM,54,125,113,286,589,527,71,446,7,Grove Street
1:00:00 AM,24,69,72,152,315,287,52,255,7,Grove Street
2:00:00 AM,11,37,45,60,166,157,23,145,7,Grove Street
3:00:00 AM,12,26,20,33,97,104,8,36,7,Grove Street
4:00:00 AM,41,27,13,31,84,84,25,46,7,Grove Street
5:00:00 AM,201,56,40,51,48,53,60,39,7,Grove Street
6:00:00 AM,899,129,65,201,54,31,131,60,7,Grove Street
7:00:00 AM,"2,913",227,152,554,107,72,190,124,7,Grove Street
8:00:00 AM,"5,840",407,287,868,166,131,315,170,7,Grove Street
9:00:00 AM,"3,333",611,422,590,266,170,486,202,7,Grove Street
10:00:00 AM,"1,131",760,634,349,310,245,631,262,7,Grove Street
11:00:00 AM,764,885,749,339,408,333,706,397,7,Grove Street
12:00:00 PM,585,846,664,406,417,361,663,567,7,Grove Street
1:00:00 PM,523,715,621,488,444,431,646,638,7,Grove Street
2:00:00 PM,506,644,546,636,578,478,608,648,7,Grove Street
3:00:00 PM,545,620,483,816,577,569,564,752,7,Grove Street
4:00:00 PM,815,619,483,"1,423",711,563,563,806,7,Grove Street
5:00:00 PM,"1,248",667,485,"3,210",676,675,556,928,7,Grove Street
6:00:00 PM,909,669,406,"4,231",806,766,559,925,7,Grove Street
7:00:00 PM,562,525,318,"2,807",756,750,458,"1,032",7,Grove Street
8:00:00 PM,357,408,262,"1,635",711,705,552,702,7,Grove Street
9:00:00 PM,275,361,213,"1,313",825,687,434,459,7,Grove Street
10:00:00 PM,210,298,148,909,797,555,"2,215",888,7,Grove Street
11:00:00 PM,126,214,99,635,732,281,839,947,7,Grove Street
12:00:00 AM,41,119,144,266,634,611,0,0,8,Grove Street
1:00:00 AM,19,74,87,163,328,311,0,0,8,Grove Street
2:00:00 AM,13,44,51,57,173,167,0,0,8,Grove Street
3:00:00 AM,12,25,30,35,81,114,0,0,8,Grove Street
4:00:00 AM,47,27,18,31,89,81,0,0,8,Grove Street
5:00:00 AM,183,58,44,53,45,51,0,0,8,Grove Street
6:00:00 AM,868,112,69,202,54,45,0,0,8,Grove Street
7:00:00 AM,"2,849",245,165,556,113,72,0,0,8,Grove Street
8:00:00 AM,"5,846",401,289,844,206,123,0,0,8,Grove Street
9:00:00 AM,"3,412",665,440,578,274,180,0,0,8,Grove Street
10:00:00 AM,"1,196",870,700,362,327,268,0,0,8,Grove Street
11:00:00 AM,768,989,849,356,440,346,0,0,8,Grove Street
12:00:00 PM,588,956,729,409,503,366,0,0,8,Grove Street
1:00:00 PM,523,765,663,511,545,444,0,0,8,Grove Street
2:00:00 PM,483,740,583,651,658,505,0,0,8,Grove Street
3:00:00 PM,549,679,527,847,728,561,0,0,8,Grove Street
4:00:00 PM,804,722,532,"1,442",796,608,0,0,8,Grove Street
5:00:00 PM,"1,239",773,517,"3,284",940,723,0,0,8,Grove Street
6:00:00 PM,920,761,440,"4,306",912,808,0,0,8,Grove Street
7:00:00 PM,579,579,311,"2,775",936,671,0,0,8,Grove Street
8:00:00 PM,386,451,262,"1,690","1,039",726,0,0,8,Grove Street
9:00:00 PM,272,410,227,"1,345","1,022",603,0,0,8,Grove Street
10:00:00 PM,219,342,140,921,862,541,0,0,8,Grove Street
11:00:00 PM,128,296,62,665,827,326,0,0,8,Grove Street
12:00:00 AM,22,29,17,118,131,41,75,97,1,Exchange Place
1:00:00 AM,13,14,11,53,20,16,48,195,1,Exchange Place
2:00:00 AM,4,9,4,25,14,13,36,128,1,Exchange Place
3:00:00 AM,6,6,2,16,10,8,12,43,1,Exchange Place
4:00:00 AM,26,3,4,24,7,10,7,36,1,Exchange Place
5:00:00 AM,171,10,8,68,15,14,27,35,1,Exchange Place
6:00:00 AM,633,72,40,325,134,69,98,64,1,Exchange Place
7:00:00 AM,"1,620",110,79,"1,312",261,143,226,120,1,Exchange Place
8:00:00 AM,"3,227",169,102,"3,240",349,153,388,218,1,Exchange Place
9:00:00 AM,"1,713",193,133,"2,189",386,247,292,238,1,Exchange Place
10:00:00 AM,552,215,163,499,442,283,293,141,1,Exchange Place
11:00:00 AM,408,260,184,261,436,314,324,122,1,Exchange Place
12:00:00 PM,380,293,186,262,481,329,306,156,1,Exchange Place
1:00:00 PM,354,266,214,291,433,357,317,187,1,Exchange Place
2:00:00 PM,406,248,177,350,421,388,334,247,1,Exchange Place
3:00:00 PM,628,251,194,499,371,317,316,285,1,Exchange Place
4:00:00 PM,"1,607",263,198,915,327,226,322,355,1,Exchange Place
5:00:00 PM,"3,239",250,209,"2,016",267,211,365,456,1,Exchange Place
6:00:00 PM,"1,847",180,170,"2,198",234,152,216,522,1,Exchange Place
7:00:00 PM,681,151,135,"1,256",163,120,135,399,1,Exchange Place
8:00:00 PM,289,135,112,691,126,102,101,334,1,Exchange Place
9:00:00 PM,151,106,83,439,116,97,71,212,1,Exchange Place
10:00:00 PM,104,107,81,312,110,87,69,189,1,Exchange Place
11:00:00 PM,55,108,71,159,64,66,30,92,1,Exchange Place
12:00:00 AM,21,30,17,117,142,47,13,65,2,Exchange Place
1:00:00 AM,11,19,7,47,35,34,5,38,2,Exchange Place
2:00:00 AM,5,7,5,24,22,15,6,14,2,Exchange Place
3:00:00 AM,6,5,3,15,10,11,6,6,2,Exchange Place
4:00:00 AM,25,4,5,19,11,13,7,9,2,Exchange Place
5:00:00 AM,166,9,7,69,16,14,40,21,2,Exchange Place
6:00:00 AM,642,58,26,329,117,51,181,76,2,Exchange Place
7:00:00 AM,"1,674",115,73,"1,293",213,127,361,180,2,Exchange Place
8:00:00 AM,"3,225",191,112,"3,121",315,118,710,358,2,Exchange Place
9:00:00 AM,"1,760",203,173,"2,024",314,219,477,347,2,Exchange Place
10:00:00 AM,547,239,202,475,355,222,351,201,2,Exchange Place
11:00:00 AM,428,290,216,270,374,274,355,171,2,Exchange Place
12:00:00 PM,394,306,227,274,391,276,312,168,2,Exchange Place
1:00:00 PM,376,277,219,320,391,276,296,203,2,Exchange Place
2:00:00 PM,430,250,177,369,357,316,273,300,2,Exchange Place
3:00:00 PM,622,256,217,518,328,267,324,334,2,Exchange Place
4:00:00 PM,"1,608",272,181,912,324,255,379,481,2,Exchange Place
5:00:00 PM,"3,096",284,194,"1,944",321,235,459,528,2,Exchange Place
6:00:00 PM,"1,782",176,143,"2,148",261,199,345,618,2,Exchange Place
7:00:00 PM,670,179,118,"1,205",202,172,165,590,2,Exchange Place
8:00:00 PM,290,137,92,729,170,150,104,360,2,Exchange Place
9:00:00 PM,157,106,74,482,167,135,83,272,2,Exchange Place
10:00:00 PM,114,91,79,351,144,114,61,197,2,Exchange Place
11:00:00 PM,57,78,64,164,98,74,29,107,2,Exchange Place
12:00:00 AM,23,31,21,141,165,40,0,0,3,Exchange Place
1:00:00 AM,12,16,10,52,24,13,0,0,3,Exchange Place
2:00:00 AM,4,6,6,21,15,9,0,0,3,Exchange Place
3:00:00 AM,6,8,6,15,12,9,0,0,3,Exchange Place
4:00:00 AM,23,3,4,22,9,9,0,0,3,Exchange Place
5:00:00 AM,157,17,7,79,25,22,0,0,3,Exchange Place
6:00:00 AM,622,66,41,335,144,74,0,0,3,Exchange Place
7:00:00 AM,"1,659",111,83,"1,251",266,180,0,0,3,Exchange Place
8:00:00 AM,"3,218",192,124,"3,025",388,190,0,0,3,Exchange Place
9:00:00 AM,"1,799",241,180,"2,092",456,344,0,0,3,Exchange Place
10:00:00 AM,622,296,213,496,497,379,0,0,3,Exchange Place
11:00:00 AM,450,335,196,278,613,411,0,0,3,Exchange Place
12:00:00 PM,414,341,217,283,605,400,0,0,3,Exchange Place
1:00:00 PM,380,285,207,319,569,357,0,0,3,Exchange Place
2:00:00 PM,420,321,200,370,574,344,0,0,3,Exchange Place
3:00:00 PM,636,313,186,526,469,287,0,0,3,Exchange Place
4:00:00 PM,"1,628",308,189,919,444,247,0,0,3,Exchange Place
5:00:00 PM,"3,121",300,177,"1,955",373,229,0,0,3,Exchange Place
6:00:00 PM,"1,814",275,180,"2,147",300,190,0,0,3,Exchange Place
7:00:00 PM,731,253,133,"1,269",242,159,0,0,3,Exchange Place
8:00:00 PM,312,201,130,770,191,133,0,0,3,Exchange Place
9:00:00 PM,163,154,91,513,142,123,0,0,3,Exchange Place
10:00:00 PM,111,128,78,360,144,110,0,0,3,Exchange Place
11:00:00 PM,62,106,68,173,71,68,0,0,3,Exchange Place
12:00:00 AM,23,33,22,153,170,74,0,0,4,Exchange Place
1:00:00 AM,12,13,9,57,38,26,0,0,4,Exchange Place
2:00:00 AM,6,7,5,25,22,21,0,0,4,Exchange Place
3:00:00 AM,7,4,5,15,14,9,0,0,4,Exchange Place
4:00:00 AM,22,5,4,22,7,11,0,0,4,Exchange Place
5:00:00 AM,162,14,7,75,22,19,0,0,4,Exchange Place
6:00:00 AM,634,71,54,347,118,73,0,0,4,Exchange Place
7:00:00 AM,"1,706",125,92,"1,272",245,135,0,0,4,Exchange Place
8:00:00 AM,"3,212",242,186,"3,019",375,244,0,0,4,Exchange Place
9:00:00 AM,"1,863",375,282,"2,015",453,362,0,0,4,Exchange Place
10:00:00 AM,692,380,353,533,562,384,0,0,4,Exchange Place
11:00:00 AM,513,436,348,287,591,456,0,0,4,Exchange Place
12:00:00 PM,434,429,289,307,583,429,0,0,4,Exchange Place
1:00:00 PM,401,359,240,347,580,394,0,0,4,Exchange Place
2:00:00 PM,444,340,229,410,509,380,0,0,4,Exchange Place
3:00:00 PM,678,338,228,586,508,382,0,0,4,Exchange Place
4:00:00 PM,"1,607",354,246,989,452,326,0,0,4,Exchange Place
5:00:00 PM,"3,086",332,234,"2,037",442,309,0,0,4,Exchange Place
6:00:00 PM,"1,738",310,192,"2,166",394,287,0,0,4,Exchange Place
7:00:00 PM,686,261,167,"1,310",349,258,0,0,4,Exchange Place
8:00:00 PM,311,244,133,815,305,215,0,0,4,Exchange Place
9:00:00 PM,155,205,110,551,296,208,0,0,4,Exchange Place
10:00:00 PM,92,166,83,386,229,137,0,0,4,Exchange Place
11:00:00 PM,55,113,68,191,133,77,0,0,4,Exchange Place
12:00:00 AM,25,31,25,160,195,66,17,127,5,Exchange Place
1:00:00 AM,15,13,9,59,35,41,8,65,5,Exchange Place
2:00:00 AM,5,8,4,23,22,13,7,39,5,Exchange Place
3:00:00 AM,7,6,6,15,11,11,4,10,5,Exchange Place
4:00:00 AM,21,7,8,25,13,21,5,9,5,Exchange Place
5:00:00 AM,174,17,15,84,24,23,18,11,5,Exchange Place
6:00:00 AM,672,76,63,377,130,74,68,27,5,Exchange Place
7:00:00 AM,"1,735",136,97,"1,340",257,125,149,63,5,Exchange Place
8:00:00 AM,"3,156",209,158,"3,042",369,154,210,106,5,Exchange Place
9:00:00 AM,"1,793",327,234,"2,013",464,241,347,110,5,Exchange Place
10:00:00 AM,682,377,292,511,543,230,348,156,5,Exchange Place
11:00:00 AM,500,406,296,287,599,330,397,127,5,Exchange Place
12:00:00 PM,448,403,285,311,616,336,388,188,5,Exchange Place
1:00:00 PM,423,384,246,355,621,313,288,263,5,Exchange Place
2:00:00 PM,481,365,194,405,574,300,328,307,5,Exchange Place
3:00:00 PM,715,343,227,598,535,300,265,348,5,Exchange Place
4:00:00 PM,"1,714",362,216,"1,007",482,305,257,362,5,Exchange Place
5:00:00 PM,"3,178",323,208,"2,067",500,308,225,444,5,Exchange Place
6:00:00 PM,"1,696",343,183,"2,130",432,323,195,420,5,Exchange Place
7:00:00 PM,654,304,158,"1,257",375,293,229,406,5,Exchange Place
8:00:00 PM,317,246,147,788,307,261,178,453,5,Exchange Place
9:00:00 PM,178,195,127,532,256,234,140,392,5,Exchange Place
10:00:00 PM,109,172,88,415,248,183,115,276,5,Exchange Place
11:00:00 PM,69,122,58,204,129,98,65,132,5,Exchange Place
12:00:00 AM,29,47,34,148,202,68,0,0,6,Exchange Place
1:00:00 AM,16,22,12,65,46,36,0,0,6,Exchange Place
2:00:00 AM,6,11,8,24,20,20,0,0,6,Exchange Place
3:00:00 AM,6,8,5,14,19,12,0,0,6,Exchange Place
4:00:00 AM,22,5,3,18,12,12,0,0,6,Exchange Place
5:00:00 AM,171,12,10,82,24,15,0,0,6,Exchange Place
6:00:00 AM,651,70,46,348,129,68,0,0,6,Exchange Place
7:00:00 AM,"1,716",149,93,"1,322",251,131,0,0,6,Exchange Place
8:00:00 AM,"3,111",214,158,"3,057",339,201,0,0,6,Exchange Place
9:00:00 AM,"1,765",297,249,"2,042",406,352,0,0,6,Exchange Place
10:00:00 AM,642,374,293,482,496,353,0,0,6,Exchange Place
11:00:00 AM,487,386,284,285,597,435,0,0,6,Exchange Place
12:00:00 PM,455,366,296,305,590,441,0,0,6,Exchange Place
1:00:00 PM,417,310,252,343,543,406,0,0,6,Exchange Place
2:00:00 PM,469,333,255,395,524,362,0,0,6,Exchange Place
3:00:00 PM,668,345,267,562,498,360,0,0,6,Exchange Place
4:00:00 PM,"1,687",340,252,938,421,335,0,0,6,Exchange Place
5:00:00 PM,"3,290",332,284,"1,921",408,314,0,0,6,Exchange Place
6:00:00 PM,"1,813",331,231,"2,046",402,296,0,0,6,Exchange Place
7:00:00 PM,712,285,225,"1,212",310,243,0,0,6,Exchange Place
8:00:00 PM,341,307,184,738,261,238,0,0,6,Exchange Place
9:00:00 PM,210,288,174,516,254,187,0,0,6,Exchange Place
10:00:00 PM,127,204,127,406,202,182,0,0,6,Exchange Place
11:00:00 PM,73,138,76,203,113,89,0,0,6,Exchange Place
12:00:00 AM,35,39,35,158,249,59,46,270,7,Exchange Place
