Hour,Avg Weekday Entry,Avg Saturday Entry,Avg Sunday Entry,Avg Weekday Exit,Avg Saturday Exit,Avg Sunday Exit,Avg Holiday Entries,Avg Holiday Exits,month,station
6:00:00 PM,886,244,184,301,318,134,309,190,2,Christopher St.
7:00:00 PM,453,235,144,179,256,93,209,111,2,Christopher St.
8:00:00 PM,296,214,123,93,217,59,161,52,2,Christopher St.
9:00:00 PM,245,194,117,61,125,50,153,50,2,Christopher St.
10:00:00 PM,188,201,108,41,117,37,90,29,2,Christopher St.
11:00:00 PM,125,198,67,34,87,59,55,29,2,Christopher St.
12:00:00 AM,48,137,156,11,27,45,0,0,3,Christopher St.
1:00:00 AM,23,108,108,13,25,26,0,0,3,Christopher St.
2:00:00 AM,14,63,67,10,11,11,0,0,3,Christopher St.
3:00:00 AM,10,44,63,6,8,10,0,0,3,Christopher St.
4:00:00 AM,7,30,43,9,9,9,0,0,3,Christopher St.
5:00:00 AM,7,13,10,21,10,11,0,0,3,Christopher St.
6:00:00 AM,29,10,5,150,23,14,0,0,3,Christopher St.
7:00:00 AM,79,13,7,420,31,12,0,0,3,Christopher St.
8:00:00 AM,181,15,13,"1,091",89,47,0,0,3,Christopher St.
9:00:00 AM,123,40,18,"1,161",101,90,0,0,3,Christopher St.
10:00:00 AM,58,45,30,364,184,126,0,0,3,Christopher St.
11:00:00 AM,60,59,52,152,237,187,0,0,3,Christopher St.
12:00:00 PM,71,85,69,121,234,211,0,0,3,Christopher St.
1:00:00 PM,86,104,92,105,294,198,0,0,3,Christopher St.
2:00:00 PM,120,141,118,113,241,195,0,0,3,Christopher St.
3:00:00 PM,236,178,132,123,233,142,0,0,3,Christopher St.
4:00:00 PM,424,206,179,177,240,150,0,0,3,Christopher St.
5:00:00 PM,949,215,169,275,255,143,0,0,3,Christopher St.
6:00:00 PM,854,173,160,287,270,119,0,0,3,Christopher St.
7:00:00 PM,460,182,146,179,259,76,0,0,3,Christopher St.
8:00:00 PM,288,171,122,97,211,58,0,0,3,Christopher St.
9:00:00 PM,243,164,100,58,117,39,0,0,3,Christopher St.
10:00:00 PM,187,178,76,38,77,29,0,0,3,Christopher St.
11:00:00 PM,117,187,58,30,74,15,0,0,3,Christopher St.
12:00:00 AM,56,155,162,17,31,62,0,0,4,Christopher St.
1:00:00 AM,26,106,127,12,24,27,0,0,4,Christopher St.
2:00:00 AM,13,60,81,9,11,11,0,0,4,Christopher St.
3:00:00 AM,10,51,64,6,13,14,0,0,4,Christopher St.
4:00:00 AM,9,26,33,11,11,11,0,0,4,Christopher St.
5:00:00 AM,5,9,13,21,11,10,0,0,4,Christopher St.
6:00:00 AM,30,11,6,168,22,22,0,0,4,Christopher St.
7:00:00 AM,91,12,10,463,33,26,0,0,4,Christopher St.
8:00:00 AM,179,25,16,"1,222",89,54,0,0,4,Christopher St.
9:00:00 AM,120,38,25,"1,217",129,85,0,0,4,Christopher St.
10:00:00 AM,62,49,44,438,174,172,0,0,4,Christopher St.
11:00:00 AM,69,62,52,184,279,252,0,0,4,Christopher St.
12:00:00 PM,81,97,81,146,293,299,0,0,4,Christopher St.
1:00:00 PM,103,113,110,133,291,278,0,0,4,Christopher St.
2:00:00 PM,144,143,132,139,260,230,0,0,4,Christopher St.
3:00:00 PM,275,166,172,137,218,178,0,0,4,Christopher St.
4:00:00 PM,490,229,219,202,272,180,0,0,4,Christopher St.
5:00:00 PM,"1,022",264,240,294,294,163,0,0,4,Christopher St.
6:00:00 PM,901,242,213,325,292,141,0,0,4,Christopher St.
7:00:00 PM,510,227,194,205,278,107,0,0,4,Christopher St.
8:00:00 PM,345,234,168,112,196,81,0,0,4,Christopher St.
9:00:00 PM,280,224,125,66,149,50,0,0,4,Christopher St.
10:00:00 PM,221,235,106,48,161,35,0,0,4,Christopher St.
11:00:00 PM,138,214,57,36,74,24,0,0,4,Christopher St.
12:00:00 AM,57,172,149,13,30,55,94,7,5,Christopher St.
1:00:00 AM,28,123,109,12,27,26,64,19,5,Christopher St.
2:00:00 AM,15,67,74,9,19,10,32,2,5,Christopher St.
3:00:00 AM,12,52,53,8,9,11,39,3,5,Christopher St.
4:00:00 AM,8,35,31,11,13,14,20,8,5,Christopher St.
5:00:00 AM,6,11,10,22,12,12,5,8,5,Christopher St.
6:00:00 AM,34,12,7,183,26,32,9,27,5,Christopher St.
7:00:00 AM,86,17,11,489,29,28,9,11,5,Christopher St.
8:00:00 AM,195,20,20,"1,294",85,69,4,59,5,Christopher St.
9:00:00 AM,122,34,27,"1,245",126,96,26,72,5,Christopher St.
10:00:00 AM,63,43,47,378,202,196,27,105,5,Christopher St.
11:00:00 AM,68,68,57,170,218,258,34,127,5,Christopher St.
12:00:00 PM,88,86,79,141,239,245,51,147,5,Christopher St.
1:00:00 PM,110,104,102,119,286,246,71,166,5,Christopher St.
2:00:00 PM,150,120,131,128,229,217,93,158,5,Christopher St.
3:00:00 PM,272,168,173,135,230,182,116,115,5,Christopher St.
4:00:00 PM,468,214,201,190,240,163,126,155,5,Christopher St.
5:00:00 PM,"1,047",213,234,298,228,161,129,160,5,Christopher St.
6:00:00 PM,936,164,205,320,239,156,98,131,5,Christopher St.
7:00:00 PM,498,208,191,205,214,114,107,80,5,Christopher St.
8:00:00 PM,359,186,172,106,157,101,130,85,5,Christopher St.
9:00:00 PM,287,198,122,68,114,87,83,47,5,Christopher St.
10:00:00 PM,226,187,116,45,90,39,86,37,5,Christopher St.
11:00:00 PM,141,181,73,35,78,28,50,24,5,Christopher St.
12:00:00 AM,78,177,179,19,31,60,0,0,6,Christopher St.
1:00:00 AM,37,121,119,16,22,28,0,0,6,Christopher St.
2:00:00 AM,18,73,95,9,10,17,0,0,6,Christopher St.
3:00:00 AM,14,49,64,7,13,16,0,0,6,Christopher St.
4:00:00 AM,12,42,52,14,10,8,0,0,6,Christopher St.
5:00:00 AM,7,16,16,25,12,14,0,0,6,Christopher St.
6:00:00 AM,36,8,7,192,32,21,0,0,6,Christopher St.
7:00:00 AM,99,19,15,501,42,25,0,0,6,Christopher St.
8:00:00 AM,195,20,24,"1,291",102,60,0,0,6,Christopher St.
9:00:00 AM,124,37,31,"1,269",128,112,0,0,6,Christopher St.
10:00:00 AM,70,55,48,389,202,190,0,0,6,Christopher St.
11:00:00 AM,72,71,67,180,230,363,0,0,6,Christopher St.
12:00:00 PM,100,92,79,145,278,434,0,0,6,Christopher St.
1:00:00 PM,124,114,75,128,273,231,0,0,6,Christopher St.
2:00:00 PM,163,150,107,132,230,331,0,0,6,Christopher St.
3:00:00 PM,296,167,142,142,255,353,0,0,6,Christopher St.
4:00:00 PM,506,217,172,210,294,278,0,0,6,Christopher St.
5:00:00 PM,"1,051",229,247,315,264,319,0,0,6,Christopher St.
6:00:00 PM,940,204,235,340,274,249,0,0,6,Christopher St.
7:00:00 PM,504,220,207,209,304,185,0,0,6,Christopher St.
8:00:00 PM,368,205,214,119,222,138,0,0,6,Christopher St.
9:00:00 PM,314,237,227,78,145,103,0,0,6,Christopher St.
10:00:00 PM,251,251,164,61,127,62,0,0,6,Christopher St.
11:00:00 PM,155,223,118,36,135,31,0,0,6,Christopher St.
12:00:00 AM,64,183,153,14,44,46,115,22,7,Christopher St.
1:00:00 AM,33,109,114,12,35,31,108,12,7,Christopher St.
2:00:00 AM,15,71,77,9,17,14,46,19,7,Christopher St.
3:00:00 AM,12,49,69,7,16,11,25,8,7,Christopher St.
4:00:00 AM,10,40,43,11,10,11,19,1,7,Christopher St.
5:00:00 AM,7,15,14,23,13,11,7,8,7,Christopher St.
6:00:00 AM,34,11,6,168,28,24,7,20,7,Christopher St.
7:00:00 AM,97,20,13,483,41,20,8,15,7,Christopher St.
8:00:00 AM,187,31,20,"1,288",93,47,9,54,7,Christopher St.
9:00:00 AM,120,44,25,"1,247",117,82,20,62,7,Christopher St.
10:00:00 AM,68,57,39,376,188,164,39,133,7,Christopher St.
11:00:00 AM,66,73,46,180,228,228,39,128,7,Christopher St.
12:00:00 PM,90,85,72,141,278,229,81,168,7,Christopher St.
1:00:00 PM,126,108,96,134,279,228,61,149,7,Christopher St.
2:00:00 PM,153,150,125,120,223,175,91,102,7,Christopher St.
3:00:00 PM,269,168,156,132,212,209,112,161,7,Christopher St.
4:00:00 PM,502,193,191,184,223,201,118,170,7,Christopher St.
5:00:00 PM,"1,063",223,211,288,230,216,160,184,7,Christopher St.
6:00:00 PM,962,196,185,339,250,168,113,115,7,Christopher St.
7:00:00 PM,516,225,185,197,213,116,118,114,7,Christopher St.
8:00:00 PM,368,202,199,118,165,92,137,118,7,Christopher St.
9:00:00 PM,306,201,160,71,147,77,61,87,7,Christopher St.
10:00:00 PM,236,183,135,59,126,46,116,90,7,Christopher St.
11:00:00 PM,147,168,63,37,97,35,77,71,7,Christopher St.
12:00:00 AM,62,157,144,13,39,47,0,0,8,Christopher St.
1:00:00 AM,31,115,126,11,34,28,0,0,8,Christopher St.
2:00:00 AM,15,67,86,9,20,15,0,0,8,Christopher St.
3:00:00 AM,10,49,54,8,7,13,0,0,8,Christopher St.
4:00:00 AM,11,34,38,12,9,7,0,0,8,Christopher St.
5:00:00 AM,7,15,11,24,11,7,0,0,8,Christopher St.
6:00:00 AM,35,10,9,158,21,11,0,0,8,Christopher St.
7:00:00 AM,86,15,12,452,36,18,0,0,8,Christopher St.
8:00:00 AM,184,25,20,"1,258",77,47,0,0,8,Christopher St.
9:00:00 AM,121,35,26,"1,227",89,73,0,0,8,Christopher St.
10:00:00 AM,67,47,38,384,180,142,0,0,8,Christopher St.
11:00:00 AM,71,64,47,195,234,211,0,0,8,Christopher St.
12:00:00 PM,92,86,72,151,265,236,0,0,8,Christopher St.
1:00:00 PM,123,100,102,131,221,214,0,0,8,Christopher St.
2:00:00 PM,150,121,115,123,193,190,0,0,8,Christopher St.
3:00:00 PM,281,174,129,136,211,151,0,0,8,Christopher St.
4:00:00 PM,487,199,149,182,186,160,0,0,8,Christopher St.
5:00:00 PM,"1,042",206,169,294,214,151,0,0,8,Christopher St.
6:00:00 PM,992,203,168,323,240,141,0,0,8,Christopher St.
7:00:00 PM,534,201,160,202,224,108,0,0,8,Christopher St.
8:00:00 PM,383,198,158,109,180,80,0,0,8,Christopher St.
9:00:00 PM,319,202,136,69,107,62,0,0,8,Christopher St.
10:00:00 PM,235,181,97,48,99,32,0,0,8,Christopher St.
11:00:00 PM,143,156,58,35,71,31,0,0,8,Christopher St.
12:00:00 AM,61,183,177,11,37,57,89,45,9,Christopher St.
1:00:00 AM,28,130,132,11,25,34,50,26,9,Christopher St.
2:00:00 AM,13,81,95,8,15,13,38,13,9,Christopher St.
3:00:00 AM,12,48,61,5,6,9,27,4,9,Christopher St.
4:00:00 AM,10,38,43,13,9,7,28,10,9,Christopher St.
5:00:00 AM,6,13,16,27,14,8,7,5,9,Christopher St.
6:00:00 AM,34,9,7,176,20,29,5,26,9,Christopher St.
7:00:00 AM,94,19,10,494,42,21,16,15,9,Christopher St.
8:00:00 AM,208,32,21,"1,272",106,55,16,68,9,Christopher St.
9:00:00 AM,131,44,22,"1,292",132,77,24,70,9,Christopher St.
10:00:00 AM,63,58,44,371,204,184,36,134,9,Christopher St.
11:00:00 AM,64,64,62,177,271,234,47,228,9,Christopher St.
12:00:00 PM,90,85,86,141,312,226,67,220,9,Christopher St.
1:00:00 PM,114,107,100,122,324,219,87,233,9,Christopher St.
2:00:00 PM,153,139,114,128,257,198,123,195,9,Christopher St.
3:00:00 PM,292,201,140,139,279,165,130,178,9,Christopher St.
4:00:00 PM,499,214,177,184,241,160,207,147,9,Christopher St.
5:00:00 PM,"1,090",263,187,301,298,176,185,159,9,Christopher St.
6:00:00 PM,955,256,190,325,261,153,165,146,9,Christopher St.
7:00:00 PM,529,240,184,213,267,118,179,116,9,Christopher St.
8:00:00 PM,352,226,179,114,212,101,153,110,9,Christopher St.
9:00:00 PM,281,205,143,82,154,63,99,52,9,Christopher St.
10:00:00 PM,221,230,131,52,107,35,99,32,9,Christopher St.
11:00:00 PM,144,200,76,41,98,28,55,19,9,Christopher St.
12:00:00 AM,66,188,221,12,42,64,41,12,10,Christopher St.
1:00:00 AM,29,127,144,12,32,40,30,3,10,Christopher St.
2:00:00 AM,18,86,109,7,29,22,11,8,10,Christopher St.
3:00:00 AM,10,56,71,7,12,17,7,5,10,Christopher St.
4:00:00 AM,11,41,54,13,17,9,10,7,10,Christopher St.
5:00:00 AM,9,11,15,28,17,13,5,18,10,Christopher St.
6:00:00 AM,32,13,9,175,18,15,20,121,10,Christopher St.
7:00:00 AM,91,24,11,480,50,23,68,275,10,Christopher St.
8:00:00 AM,223,46,21,"1,337",116,47,160,927,10,Christopher St.
9:00:00 AM,138,46,31,"1,328",151,86,104,881,10,Christopher St.
10:00:00 AM,69,61,53,401,235,157,58,304,10,Christopher St.
11:00:00 AM,66,76,76,190,254,195,51,149,10,Christopher St.
12:00:00 PM,85,100,102,143,330,225,79,121,10,Christopher St.
1:00:00 PM,109,124,115,116,278,205,77,82,10,Christopher St.
2:00:00 PM,149,140,123,129,277,188,95,101,10,Christopher St.
3:00:00 PM,284,195,142,140,257,149,164,100,10,Christopher St.
4:00:00 PM,522,252,181,197,335,160,320,148,10,Christopher St.
5:00:00 PM,"1,152",273,194,320,277,180,835,220,10,Christopher St.
6:00:00 PM,970,263,165,387,317,149,730,209,10,Christopher St.
7:00:00 PM,506,270,161,219,340,99,343,115,10,Christopher St.
8:00:00 PM,359,258,139,115,258,92,212,70,10,Christopher St.
9:00:00 PM,287,231,118,75,182,56,152,43,10,Christopher St.
10:00:00 PM,223,217,90,56,129,33,98,27,10,Christopher St.
11:00:00 PM,150,213,69,36,105,20,78,20,10,Christopher St.
12:00:00 AM,59,129,165,14,49,53,61,15,11,Christopher St.
1:00:00 AM,31,91,141,14,25,28,39,13,11,Christopher St.
2:00:00 AM,17,61,75,10,16,13,18,6,11,Christopher St.
3:00:00 AM,11,40,35,8,18,12,18,3,11,Christopher St.
4:00:00 AM,9,24,37,12,5,6,17,5,11,Christopher St.
5:00:00 AM,8,14,11,29,12,13,8,17,11,Christopher St.
6:00:00 AM,33,8,7,181,15,19,12,78,11,Christopher St.
7:00:00 AM,91,16,12,494,43,22,35,175,11,Christopher St.
8:00:00 AM,218,22,18,"1,324",97,62,80,392,11,Christopher St.
9:00:00 AM,131,37,23,"1,294",120,85,68,427,11,Christopher St.
10:00:00 AM,67,55,49,376,192,175,44,171,11,Christopher St.
11:00:00 AM,70,67,61,177,269,209,75,128,11,Christopher St.
12:00:00 PM,87,84,90,134,281,196,82,161,11,Christopher St.
1:00:00 PM,115,100,103,114,273,212,100,153,11,Christopher St.
2:00:00 PM,162,137,117,123,251,145,139,123,11,Christopher St.
3:00:00 PM,284,191,130,138,250,132,192,124,11,Christopher St.
4:00:00 PM,517,229,173,201,262,151,266,171,11,Christopher St.
5:00:00 PM,"1,103",255,187,287,251,166,382,193,11,Christopher St.
6:00:00 PM,935,213,152,314,258,132,311,176,11,Christopher St.
7:00:00 PM,472,209,150,181,289,87,196,131,11,Christopher St.
8:00:00 PM,322,206,128,97,167,47,167,96,11,Christopher St.
9:00:00 PM,263,197,98,61,122,35,144,70,11,Christopher St.
10:00:00 PM,199,197,87,38,103,25,158,67,11,Christopher St.
11:00:00 PM,127,197,60,28,68,17,98,40,11,Christopher St.
12:00:00 AM,70,158,161,12,34,46,43,10,12,Christopher St.
1:00:00 AM,37,104,112,12,27,26,32,7,12,Christopher St.
2:00:00 AM,20,63,64,9,12,14,10,4,12,Christopher St.
3:00:00 AM,10,41,50,6,7,14,9,4,12,Christopher St.
4:00:00 AM,11,29,32,12,9,6,9,5,12,Christopher St.
5:00:00 AM,8,10,11,24,12,9,3,4,12,Christopher St.
6:00:00 AM,24,5,6,157,23,14,3,13,12,Christopher St.
7:00:00 AM,72,12,11,404,29,14,7,8,12,Christopher St.
8:00:00 AM,178,22,12,"1,035",90,44,11,10,12,Christopher St.
9:00:00 AM,119,34,20,"1,081",111,91,7,28,12,Christopher St.
10:00:00 AM,64,43,41,371,186,172,9,58,12,Christopher St.
11:00:00 AM,67,55,64,191,232,210,19,42,12,Christopher St.
12:00:00 PM,88,85,82,163,257,193,12,59,12,Christopher St.
1:00:00 PM,116,96,102,144,224,171,30,68,12,Christopher St.
2:00:00 PM,165,108,105,138,226,158,42,69,12,Christopher St.
3:00:00 PM,277,154,141,155,190,139,69,96,12,Christopher St.
4:00:00 PM,465,207,164,221,209,142,61,79,12,Christopher St.
5:00:00 PM,843,202,175,286,226,165,43,73,12,Christopher St.
6:00:00 PM,721,194,131,290,245,129,72,42,12,Christopher St.
7:00:00 PM,409,179,126,193,223,122,63,47,12,Christopher St.
8:00:00 PM,294,160,115,99,155,82,72,37,12,Christopher St.
9:00:00 PM,251,179,101,61,122,63,46,53,12,Christopher St.
10:00:00 PM,221,172,80,47,78,47,48,29,12,Christopher St.
11:00:00 PM,141,178,55,29,66,32,37,18,12,Christopher St.
12:00:00 AM,53,192,189,14,33,51,87,17,1,9th Street
1:00:00 AM,29,130,175,10,34,43,44,6,1,9th Street
2:00:00 AM,14,78,139,7,13,26,24,8,1,9th Street
3:00:00 AM,14,58,89,9,15,20,14,6,1,9th Street
4:00:00 AM,11,33,65,10,15,12,13,5,1,9th Street
5:00:00 AM,12,19,26,26,23,15,8,7,1,9th Street
6:00:00 AM,32,11,15,110,21,17,11,34,1,9th Street
7:00:00 AM,110,17,16,302,45,20,16,43,1,9th Street
8:00:00 AM,286,27,19,626,132,57,47,98,1,9th Street
9:00:00 AM,169,33,27,612,156,74,47,137,1,9th Street
10:00:00 AM,69,43,35,319,245,159,38,146,1,9th Street
11:00:00 AM,61,62,53,205,280,175,43,156,1,9th Street
12:00:00 PM,75,85,74,186,281,226,70,175,1,9th Street
1:00:00 PM,95,111,89,185,299,232,92,182,1,9th Street
2:00:00 PM,123,128,122,159,247,201,110,132,1,9th Street
3:00:00 PM,207,182,166,176,212,149,143,162,1,9th Street
4:00:00 PM,320,218,185,233,203,150,183,135,1,9th Street
5:00:00 PM,565,242,193,401,217,147,216,155,1,9th Street
6:00:00 PM,562,237,174,397,288,135,228,149,1,9th Street
7:00:00 PM,417,231,171,206,214,91,184,78,1,9th Street
8:00:00 PM,360,233,175,104,197,67,180,47,1,9th Street
9:00:00 PM,346,218,153,67,117,46,163,42,1,9th Street
10:00:00 PM,231,221,138,53,120,43,130,35,1,9th Street
11:00:00 PM,143,231,90,35,90,23,90,15,1,9th Street
12:00:00 AM,75,189,214,15,36,92,97,18,2,9th Street
1:00:00 AM,40,135,168,14,28,32,55,21,2,9th Street
2:00:00 AM,16,82,131,10,25,20,34,12,2,9th Street
3:00:00 AM,11,74,88,8,8,27,33,7,2,9th Street
4:00:00 AM,12,58,51,16,16,20,22,13,2,9th Street
5:00:00 AM,11,20,20,27,19,16,10,22,2,9th Street
6:00:00 AM,32,14,10,121,22,25,13,58,2,9th Street
7:00:00 AM,110,20,12,312,47,32,30,59,2,9th Street
8:00:00 AM,273,33,24,739,146,64,76,185,2,9th Street
9:00:00 AM,162,41,28,679,215,106,47,226,2,9th Street
10:00:00 AM,73,59,36,383,248,193,52,229,2,9th Street
11:00:00 AM,70,79,61,237,362,283,53,257,2,9th Street
12:00:00 PM,91,97,78,233,421,324,63,316,2,9th Street
1:00:00 PM,110,142,107,221,397,315,116,255,2,9th Street
2:00:00 PM,133,157,145,179,374,270,147,306,2,9th Street
3:00:00 PM,230,219,184,195,305,227,191,214,2,9th Street
4:00:00 PM,349,304,226,273,297,202,272,229,2,9th Street
5:00:00 PM,585,314,250,456,324,213,283,244,2,9th Street
6:00:00 PM,599,331,233,415,373,173,331,316,2,9th Street
7:00:00 PM,474,298,226,232,288,126,289,167,2,9th Street
8:00:00 PM,445,303,202,116,253,71,241,87,2,9th Street
9:00:00 PM,498,327,190,76,201,57,214,55,2,9th Street
10:00:00 PM,287,295,167,56,168,50,160,44,2,9th Street
11:00:00 PM,173,285,131,46,106,65,126,10,2,9th Street
12:00:00 AM,79,221,192,16,41,48,0,0,3,9th Street
1:00:00 AM,35,144,120,12,34,32,0,0,3,9th Street
2:00:00 AM,17,86,79,10,17,15,0,0,3,9th Street
3:00:00 AM,11,63,75,9,11,17,0,0,3,9th Street
4:00:00 AM,13,44,55,12,17,11,0,0,3,9th Street
5:00:00 AM,12,23,19,29,14,18,0,0,3,9th Street
6:00:00 AM,33,13,13,119,23,17,0,0,3,9th Street
7:00:00 AM,110,24,14,306,32,31,0,0,3,9th Street
8:00:00 AM,259,39,23,651,143,62,0,0,3,9th Street
9:00:00 AM,168,37,31,641,184,82,0,0,3,9th Street
10:00:00 AM,67,53,46,368,248,199,0,0,3,9th Street
11:00:00 AM,68,87,60,228,290,228,0,0,3,9th Street
12:00:00 PM,82,134,81,223,343,292,0,0,3,9th Street
1:00:00 PM,105,128,111,208,345,275,0,0,3,9th Street
2:00:00 PM,120,178,147,174,278,262,0,0,3,9th Street
3:00:00 PM,215,209,173,188,254,171,0,0,3,9th Street
4:00:00 PM,335,268,198,266,230,183,0,0,3,9th Street
5:00:00 PM,564,265,211,431,278,185,0,0,3,9th Street
6:00:00 PM,573,278,219,418,335,148,0,0,3,9th Street
7:00:00 PM,446,270,222,227,271,102,0,0,3,9th Street
8:00:00 PM,441,282,219,121,225,72,0,0,3,9th Street
9:00:00 PM,451,288,186,74,158,50,0,0,3,9th Street
10:00:00 PM,287,286,165,59,129,38,0,0,3,9th Street
11:00:00 PM,190,247,92,39,99,18,0,0,3,9th Street
12:00:00 AM,90,210,229,22,34,63,0,0,4,9th Street
1:00:00 AM,45,143,159,14,30,31,0,0,4,9th Street
2:00:00 AM,25,80,112,12,16,21,0,0,4,9th Street
3:00:00 AM,16,74,78,10,13,17,0,0,4,9th Street
4:00:00 AM,12,43,57,15,15,16,0,0,4,9th Street
5:00:00 AM,10,18,16,29,15,15,0,0,4,9th Street
6:00:00 AM,35,16,13,133,30,18,0,0,4,9th Street
7:00:00 AM,122,22,19,340,47,35,0,0,4,9th Street
8:00:00 AM,267,38,32,723,154,64,0,0,4,9th Street
9:00:00 AM,171,42,32,703,202,111,0,0,4,9th Street
10:00:00 AM,79,60,51,444,244,252,0,0,4,9th Street
11:00:00 AM,74,83,76,287,363,308,0,0,4,9th Street
12:00:00 PM,101,125,94,269,365,387,0,0,4,9th Street
1:00:00 PM,120,149,121,247,367,360,0,0,4,9th Street
2:00:00 PM,138,190,154,225,317,302,0,0,4,9th Street
3:00:00 PM,249,212,219,220,269,232,0,0,4,9th Street
4:00:00 PM,378,267,254,300,231,192,0,0,4,9th Street
5:00:00 PM,613,296,260,485,285,183,0,0,4,9th Street
6:00:00 PM,629,316,263,439,375,185,0,0,4,9th Street
7:00:00 PM,515,324,274,252,272,135,0,0,4,9th Street
8:00:00 PM,497,336,263,138,217,99,0,0,4,9th Street
9:00:00 PM,526,328,241,89,157,81,0,0,4,9th Street
10:00:00 PM,334,347,195,68,160,53,0,0,4,9th Street
11:00:00 PM,202,291,113,47,113,37,0,0,4,9th Street
12:00:00 AM,92,217,194,17,40,58,138,16,5,9th Street
1:00:00 AM,46,134,126,15,33,35,95,21,5,9th Street
2:00:00 AM,27,91,99,10,26,12,59,7,5,9th Street
3:00:00 AM,20,65,93,9,15,13,45,9,5,9th Street
4:00:00 AM,15,54,55,14,15,13,29,11,5,9th Street
5:00:00 AM,11,18,17,26,16,18,14,10,5,9th Street
6:00:00 AM,39,15,10,140,28,18,4,38,5,9th Street
7:00:00 AM,123,25,20,330,39,28,15,24,5,9th Street
8:00:00 AM,283,40,32,694,114,68,19,65,5,9th Street
9:00:00 AM,163,47,39,673,194,93,28,101,5,9th Street
10:00:00 AM,78,60,62,361,255,202,42,152,5,9th Street
11:00:00 AM,73,86,67,251,281,289,49,162,5,9th Street
12:00:00 PM,91,91,84,240,343,284,51,222,5,9th Street
1:00:00 PM,121,130,113,213,358,261,69,197,5,9th Street
2:00:00 PM,140,164,164,191,293,252,119,179,5,9th Street
3:00:00 PM,231,217,195,203,279,200,118,171,5,9th Street
4:00:00 PM,353,238,226,267,246,181,160,209,5,9th Street
5:00:00 PM,591,251,231,448,275,158,136,198,5,9th Street
6:00:00 PM,586,230,247,411,283,151,185,183,5,9th Street
7:00:00 PM,470,266,256,238,234,127,142,110,5,9th Street
8:00:00 PM,455,292,271,132,188,98,154,109,5,9th Street
9:00:00 PM,437,302,224,91,137,80,165,64,5,9th Street
10:00:00 PM,315,288,207,63,124,58,134,65,5,9th Street
11:00:00 PM,204,269,136,47,101,26,106,35,5,9th Street
12:00:00 AM,98,199,232,18,39,71,0,0,6,9th Street
1:00:00 AM,43,161,158,19,33,33,0,0,6,9th Street
