Hour,Avg Weekday Entry,Avg Saturday Entry,Avg Sunday Entry,Avg Weekday Exit,Avg Saturday Exit,Avg Sunday Exit,Avg Holiday Entries,Avg Holiday Exits,month,station
7:00:00 AM,211,30,19,"1,205",92,45,0,0,6,23rd Street
8:00:00 AM,457,46,30,"3,139",167,103,0,0,6,23rd Street
9:00:00 AM,212,68,40,"2,682",212,162,0,0,6,23rd Street
10:00:00 AM,118,72,50,796,262,209,0,0,6,23rd Street
11:00:00 AM,130,91,88,387,315,335,0,0,6,23rd Street
12:00:00 PM,170,134,107,303,341,376,0,0,6,23rd Street
1:00:00 PM,242,154,143,295,343,328,0,0,6,23rd Street
2:00:00 PM,301,179,184,287,326,300,0,0,6,23rd Street
3:00:00 PM,462,215,216,280,285,248,0,0,6,23rd Street
4:00:00 PM,883,248,233,352,271,192,0,0,6,23rd Street
5:00:00 PM,"2,076",276,269,717,285,190,0,0,6,23rd Street
6:00:00 PM,"1,908",264,231,597,254,169,0,0,6,23rd Street
7:00:00 PM,996,249,225,310,235,146,0,0,6,23rd Street
8:00:00 PM,651,234,211,156,208,95,0,0,6,23rd Street
9:00:00 PM,479,201,174,99,152,80,0,0,6,23rd Street
10:00:00 PM,321,196,149,82,125,60,0,0,6,23rd Street
11:00:00 PM,173,169,95,45,99,35,0,0,6,23rd Street
12:00:00 AM,76,128,123,27,60,48,106,36,7,23rd Street
1:00:00 AM,33,86,86,12,29,31,49,41,7,23rd Street
2:00:00 AM,13,49,46,7,15,10,20,6,7,23rd Street
3:00:00 AM,9,30,43,12,10,19,16,8,7,23rd Street
4:00:00 AM,10,19,25,23,18,14,15,4,7,23rd Street
5:00:00 AM,13,15,21,69,19,22,6,14,7,23rd Street
6:00:00 AM,62,16,9,448,47,28,9,18,7,23rd Street
7:00:00 AM,220,34,22,"1,326",101,47,26,81,7,23rd Street
8:00:00 AM,436,55,37,"3,442",141,93,35,95,7,23rd Street
9:00:00 AM,208,63,36,"2,820",242,127,30,104,7,23rd Street
10:00:00 AM,119,81,53,850,217,184,39,125,7,23rd Street
11:00:00 AM,131,112,90,404,303,263,59,161,7,23rd Street
12:00:00 PM,174,119,99,330,321,273,84,177,7,23rd Street
1:00:00 PM,235,163,116,314,328,277,104,219,7,23rd Street
2:00:00 PM,304,181,132,291,318,224,131,172,7,23rd Street
3:00:00 PM,488,220,176,280,283,215,129,179,7,23rd Street
4:00:00 PM,947,243,192,357,250,196,194,176,7,23rd Street
5:00:00 PM,"2,165",249,210,690,276,191,169,275,7,23rd Street
6:00:00 PM,"2,011",271,206,617,263,180,176,234,7,23rd Street
7:00:00 PM,"1,042",233,189,313,224,115,143,245,7,23rd Street
8:00:00 PM,679,240,198,176,176,108,111,157,7,23rd Street
9:00:00 PM,476,202,180,99,156,81,89,98,7,23rd Street
10:00:00 PM,320,215,122,86,113,77,685,121,7,23rd Street
11:00:00 PM,172,180,81,50,93,27,306,85,7,23rd Street
12:00:00 AM,71,122,118,27,59,59,0,0,8,23rd Street
1:00:00 AM,35,78,114,18,26,38,0,0,8,23rd Street
2:00:00 AM,13,39,50,13,12,13,0,0,8,23rd Street
3:00:00 AM,7,33,33,11,16,23,0,0,8,23rd Street
4:00:00 AM,9,21,27,27,14,17,0,0,8,23rd Street
5:00:00 AM,14,13,19,66,20,19,0,0,8,23rd Street
6:00:00 AM,66,12,14,442,40,27,0,0,8,23rd Street
7:00:00 AM,197,30,24,"1,349",113,54,0,0,8,23rd Street
8:00:00 AM,435,39,27,"3,501",190,97,0,0,8,23rd Street
9:00:00 AM,223,65,34,"2,878",221,117,0,0,8,23rd Street
10:00:00 AM,122,83,56,887,257,179,0,0,8,23rd Street
11:00:00 AM,132,109,81,437,288,266,0,0,8,23rd Street
12:00:00 PM,176,130,105,349,331,284,0,0,8,23rd Street
1:00:00 PM,235,137,125,315,300,324,0,0,8,23rd Street
2:00:00 PM,302,193,162,283,294,266,0,0,8,23rd Street
3:00:00 PM,475,216,214,286,271,238,0,0,8,23rd Street
4:00:00 PM,914,240,253,362,260,213,0,0,8,23rd Street
5:00:00 PM,"2,179",261,253,728,270,197,0,0,8,23rd Street
6:00:00 PM,"2,076",265,269,635,275,191,0,0,8,23rd Street
7:00:00 PM,"1,067",243,213,332,240,134,0,0,8,23rd Street
8:00:00 PM,698,254,206,174,187,103,0,0,8,23rd Street
9:00:00 PM,493,220,151,102,152,73,0,0,8,23rd Street
10:00:00 PM,325,219,129,86,138,48,0,0,8,23rd Street
11:00:00 PM,170,170,76,45,98,31,0,0,8,23rd Street
12:00:00 AM,73,135,115,26,46,47,69,21,9,23rd Street
1:00:00 AM,35,92,88,15,37,26,45,34,9,23rd Street
2:00:00 AM,14,45,52,11,18,17,26,6,9,23rd Street
3:00:00 AM,9,29,31,10,10,21,21,3,9,23rd Street
4:00:00 AM,11,19,22,24,17,10,15,27,9,23rd Street
5:00:00 AM,14,12,11,67,19,20,7,7,9,23rd Street
6:00:00 AM,66,18,10,403,43,33,15,19,9,23rd Street
7:00:00 AM,190,29,23,"1,190",78,45,14,50,9,23rd Street
8:00:00 AM,468,45,26,"3,157",201,98,37,79,9,23rd Street
9:00:00 AM,212,55,35,"2,658",285,110,26,126,9,23rd Street
10:00:00 AM,114,81,57,790,244,227,48,154,9,23rd Street
11:00:00 AM,133,114,83,426,323,244,79,213,9,23rd Street
12:00:00 PM,178,129,118,349,331,236,68,226,9,23rd Street
1:00:00 PM,232,163,111,294,331,244,93,228,9,23rd Street
2:00:00 PM,302,191,129,284,313,200,131,151,9,23rd Street
3:00:00 PM,470,239,173,285,263,211,174,166,9,23rd Street
4:00:00 PM,882,251,192,350,262,192,152,160,9,23rd Street
5:00:00 PM,"2,075",283,197,717,274,176,208,148,9,23rd Street
6:00:00 PM,"1,997",278,194,591,273,164,220,157,9,23rd Street
7:00:00 PM,"1,104",254,216,304,240,137,195,116,9,23rd Street
8:00:00 PM,716,236,187,167,181,100,150,101,9,23rd Street
9:00:00 PM,561,224,160,99,148,75,160,75,9,23rd Street
10:00:00 PM,323,200,127,77,118,44,106,39,9,23rd Street
11:00:00 PM,174,182,102,44,90,29,88,18,9,23rd Street
12:00:00 AM,70,139,121,25,56,62,51,21,10,23rd Street
1:00:00 AM,30,77,92,12,32,31,22,11,10,23rd Street
2:00:00 AM,15,60,66,13,23,19,6,5,10,23rd Street
3:00:00 AM,8,34,48,10,13,16,1,7,10,23rd Street
4:00:00 AM,9,20,26,21,14,16,7,14,10,23rd Street
5:00:00 AM,15,14,18,70,28,25,11,60,10,23rd Street
6:00:00 AM,62,14,13,395,33,22,39,317,10,23rd Street
7:00:00 AM,187,27,21,"1,246",108,61,130,859,10,23rd Street
8:00:00 AM,496,50,32,"3,288",232,106,342,"2,347",10,23rd Street
9:00:00 AM,223,57,37,"2,846",268,103,156,"1,914",10,23rd Street
10:00:00 AM,120,87,55,882,288,203,104,575,10,23rd Street
11:00:00 AM,129,109,85,429,295,211,121,386,10,23rd Street
12:00:00 PM,182,135,98,384,340,256,174,308,10,23rd Street
1:00:00 PM,218,183,129,306,314,267,190,260,10,23rd Street
2:00:00 PM,283,185,135,300,273,220,180,225,10,23rd Street
3:00:00 PM,457,262,162,300,279,187,340,218,10,23rd Street
4:00:00 PM,872,273,203,369,271,177,651,309,10,23rd Street
5:00:00 PM,"2,147",307,203,757,272,176,"1,537",486,10,23rd Street
6:00:00 PM,"2,052",302,206,668,270,151,"1,523",433,10,23rd Street
7:00:00 PM,"1,127",271,193,325,273,103,733,200,10,23rd Street
8:00:00 PM,759,246,159,173,216,88,438,115,10,23rd Street
9:00:00 PM,587,228,126,95,158,59,343,71,10,23rd Street
10:00:00 PM,334,213,99,73,120,36,165,35,10,23rd Street
11:00:00 PM,173,207,70,39,87,24,95,26,10,23rd Street
12:00:00 AM,69,116,149,25,44,49,72,17,11,23rd Street
1:00:00 AM,31,77,106,10,24,39,38,11,11,23rd Street
2:00:00 AM,16,52,51,11,18,16,16,8,11,23rd Street
3:00:00 AM,8,22,30,11,13,16,13,5,11,23rd Street
4:00:00 AM,9,14,21,22,11,17,11,12,11,23rd Street
5:00:00 AM,13,11,12,72,26,22,9,36,11,23rd Street
6:00:00 AM,57,18,12,395,34,25,22,141,11,23rd Street
7:00:00 AM,193,30,21,"1,261",98,59,79,467,11,23rd Street
8:00:00 AM,483,47,25,"3,128",207,99,184,"1,118",11,23rd Street
9:00:00 AM,226,60,33,"2,785",268,129,102,926,11,23rd Street
10:00:00 AM,118,81,52,886,263,191,81,352,11,23rd Street
11:00:00 AM,135,98,79,406,328,270,138,256,11,23rd Street
12:00:00 PM,176,130,120,368,350,272,201,268,11,23rd Street
1:00:00 PM,230,151,127,296,305,265,203,205,11,23rd Street
2:00:00 PM,304,184,149,291,330,239,233,202,11,23rd Street
3:00:00 PM,480,247,193,294,280,226,335,198,11,23rd Street
4:00:00 PM,872,303,212,374,281,199,473,242,11,23rd Street
5:00:00 PM,"2,113",319,256,754,254,199,760,317,11,23rd Street
6:00:00 PM,"2,073",283,215,611,267,161,682,272,11,23rd Street
7:00:00 PM,"1,109",253,201,296,249,124,380,173,11,23rd Street
8:00:00 PM,739,233,162,146,175,79,284,107,11,23rd Street
9:00:00 PM,589,231,143,84,150,57,240,76,11,23rd Street
10:00:00 PM,337,212,109,58,113,40,213,64,11,23rd Street
11:00:00 PM,165,192,66,34,77,24,134,37,11,23rd Street
12:00:00 AM,79,171,151,29,41,48,72,47,12,23rd Street
1:00:00 AM,35,86,90,13,27,28,28,8,12,23rd Street
2:00:00 AM,19,54,60,11,22,20,14,9,12,23rd Street
3:00:00 AM,10,28,29,9,10,19,34,2,12,23rd Street
4:00:00 AM,10,25,26,23,19,12,12,9,12,23rd Street
5:00:00 AM,13,18,18,62,31,19,3,6,12,23rd Street
6:00:00 AM,50,17,11,310,32,33,2,12,12,23rd Street
7:00:00 AM,160,25,19,920,90,38,21,30,12,23rd Street
8:00:00 AM,380,34,27,"2,381",164,80,17,40,12,23rd Street
9:00:00 AM,208,55,38,"2,135",228,133,21,41,12,23rd Street
10:00:00 AM,119,71,59,771,245,173,28,66,12,23rd Street
11:00:00 AM,136,113,81,391,292,235,26,104,12,23rd Street
12:00:00 PM,178,130,113,414,335,267,51,100,12,23rd Street
1:00:00 PM,221,174,141,305,344,290,70,112,12,23rd Street
2:00:00 PM,302,197,150,309,277,238,64,104,12,23rd Street
3:00:00 PM,458,232,199,317,272,220,95,120,12,23rd Street
4:00:00 PM,816,285,242,373,285,201,68,107,12,23rd Street
5:00:00 PM,"1,630",318,257,656,263,196,111,98,12,23rd Street
6:00:00 PM,"1,597",311,242,550,282,189,122,100,12,23rd Street
7:00:00 PM,904,265,203,295,250,165,84,81,12,23rd Street
8:00:00 PM,656,257,181,164,176,118,94,61,12,23rd Street
9:00:00 PM,515,243,170,93,147,116,109,47,12,23rd Street
10:00:00 PM,351,240,134,71,90,81,106,43,12,23rd Street
11:00:00 PM,196,204,80,39,81,41,71,19,12,23rd Street
12:00:00 AM,220,553,914,72,142,213,332,84,1,33rd Street
1:00:00 AM,118,321,845,45,83,168,186,57,1,33rd Street
2:00:00 AM,80,195,505,38,53,100,131,34,1,33rd Street
3:00:00 AM,53,122,330,32,45,66,67,32,1,33rd Street
4:00:00 AM,58,110,186,91,72,64,48,69,1,33rd Street
5:00:00 AM,106,114,138,260,121,83,61,169,1,33rd Street
6:00:00 AM,512,102,94,"1,127",125,120,150,389,1,33rd Street
7:00:00 AM,"1,531",171,110,"3,003",282,155,258,797,1,33rd Street
8:00:00 AM,"2,242",236,152,"7,529",521,296,332,"1,835",1,33rd Street
9:00:00 AM,927,263,189,"5,923",720,430,329,"1,502",1,33rd Street
10:00:00 AM,468,324,250,"1,620",879,645,321,"1,026",1,33rd Street
11:00:00 AM,453,416,371,965,"1,032",909,364,"1,060",1,33rd Street
12:00:00 PM,553,524,446,797,"1,230",951,480,"1,055",1,33rd Street
1:00:00 PM,681,599,529,751,"1,098",927,526,976,1,33rd Street
2:00:00 PM,903,794,610,736,962,854,774,887,1,33rd Street
3:00:00 PM,"1,419","1,005",737,813,837,794,"1,045",842,1,33rd Street
4:00:00 PM,"2,533","1,254",934,"1,037",781,810,"1,381",748,1,33rd Street
5:00:00 PM,"6,402","1,390","1,017","2,226",847,730,"2,117",785,1,33rd Street
6:00:00 PM,"6,354","1,254","1,018","1,753",792,632,"1,999",739,1,33rd Street
7:00:00 PM,"3,275","1,134","1,008",838,677,438,"1,328",470,1,33rd Street
8:00:00 PM,"1,986",949,845,443,496,334,"1,047",311,1,33rd Street
9:00:00 PM,"1,446",814,815,303,395,267,783,250,1,33rd Street
10:00:00 PM,"1,101",929,629,263,377,250,683,214,1,33rd Street
11:00:00 PM,605,717,398,126,265,147,357,115,1,33rd Street
12:00:00 AM,271,631,541,87,179,204,343,97,2,33rd Street
1:00:00 AM,136,373,378,46,104,129,163,48,2,33rd Street
2:00:00 AM,83,237,300,37,54,60,106,35,2,33rd Street
3:00:00 AM,49,154,194,31,54,56,76,18,2,33rd Street
4:00:00 AM,58,132,164,103,82,65,61,58,2,33rd Street
5:00:00 AM,102,109,108,249,124,95,56,145,2,33rd Street
6:00:00 AM,495,122,87,"1,139",179,87,143,175,2,33rd Street
7:00:00 AM,"1,481",182,117,"3,120",387,245,268,756,2,33rd Street
8:00:00 AM,"2,156",273,160,"7,541",669,347,478,"1,571",2,33rd Street
9:00:00 AM,929,291,199,"5,737",888,415,377,"1,962",2,33rd Street
10:00:00 AM,468,360,296,"1,687",962,723,375,"1,321",2,33rd Street
11:00:00 AM,458,433,365,960,"1,143",884,448,"1,001",2,33rd Street
12:00:00 PM,581,566,446,799,"1,238",942,519,961,2,33rd Street
1:00:00 PM,708,627,491,769,"1,299",969,659,902,2,33rd Street
2:00:00 PM,930,741,615,756,"1,202",898,883,966,2,33rd Street
3:00:00 PM,"1,424",944,780,824,"1,116",749,"1,160",926,2,33rd Street
4:00:00 PM,"2,470","1,151","1,025","1,070","1,154",658,"1,588",893,2,33rd Street
5:00:00 PM,"6,103","1,378","1,121","2,191","1,062",682,"2,310",805,2,33rd Street
6:00:00 PM,"6,135","1,406","1,105","1,815","1,053",607,"2,301",735,2,33rd Street
7:00:00 PM,"3,225","1,338",963,892,889,372,"1,628",413,2,33rd Street
8:00:00 PM,"2,083","1,147",799,493,658,281,"1,178",289,2,33rd Street
9:00:00 PM,"1,572","1,015",768,323,555,218,777,249,2,33rd Street
10:00:00 PM,"1,176","1,069",571,289,435,196,667,208,2,33rd Street
11:00:00 PM,683,965,461,133,340,232,363,88,2,33rd Street
12:00:00 AM,293,675,579,99,239,209,0,0,3,33rd Street
1:00:00 AM,151,464,436,50,117,130,0,0,3,33rd Street
2:00:00 AM,87,267,218,38,55,47,0,0,3,33rd Street
3:00:00 AM,50,180,220,35,42,59,0,0,3,33rd Street
4:00:00 AM,60,132,157,97,66,70,0,0,3,33rd Street
5:00:00 AM,101,112,117,249,111,122,0,0,3,33rd Street
6:00:00 AM,501,129,90,"1,105",201,118,0,0,3,33rd Street
7:00:00 AM,"1,463",181,118,"3,033",322,258,0,0,3,33rd Street
8:00:00 AM,"2,175",280,172,"7,341",740,354,0,0,3,33rd Street
9:00:00 AM,949,304,208,"5,792",853,412,0,0,3,33rd Street
10:00:00 AM,479,430,280,"1,918",988,688,0,0,3,33rd Street
11:00:00 AM,477,520,391,"1,058","1,140",813,0,0,3,33rd Street
12:00:00 PM,586,638,446,891,"1,222",927,0,0,3,33rd Street
1:00:00 PM,712,714,518,809,"1,169",919,0,0,3,33rd Street
2:00:00 PM,949,760,601,827,"1,086",825,0,0,3,33rd Street
3:00:00 PM,"1,433",999,696,841,990,712,0,0,3,33rd Street
4:00:00 PM,"2,480","1,166",882,"1,098","1,000",639,0,0,3,33rd Street
5:00:00 PM,"5,993","1,250",998,"2,204","1,040",598,0,0,3,33rd Street
6:00:00 PM,"6,073","1,255","1,123","1,836","1,100",574,0,0,3,33rd Street
7:00:00 PM,"3,357","1,233","1,007",945,920,459,0,0,3,33rd Street
8:00:00 PM,"2,158","1,084",862,473,700,330,0,0,3,33rd Street
9:00:00 PM,"1,612",992,733,324,530,255,0,0,3,33rd Street
10:00:00 PM,"1,254",920,569,265,456,212,0,0,3,33rd Street
11:00:00 PM,758,859,365,140,310,108,0,0,3,33rd Street
12:00:00 AM,337,695,704,104,176,244,0,0,4,33rd Street
1:00:00 AM,179,427,473,55,107,149,0,0,4,33rd Street
2:00:00 AM,117,253,300,34,57,64,0,0,4,33rd Street
3:00:00 AM,56,152,217,32,40,54,0,0,4,33rd Street
4:00:00 AM,65,154,200,104,72,61,0,0,4,33rd Street
5:00:00 AM,113,107,109,241,120,93,0,0,4,33rd Street
6:00:00 AM,524,141,97,"1,346",186,94,0,0,4,33rd Street
7:00:00 AM,"1,512",200,132,"3,582",420,290,0,0,4,33rd Street
8:00:00 AM,"2,237",305,204,"7,880",792,429,0,0,4,33rd Street
9:00:00 AM,969,321,221,"6,362",813,516,0,0,4,33rd Street
10:00:00 AM,528,398,336,"2,570","1,389",963,0,0,4,33rd Street
11:00:00 AM,543,507,426,"1,389","1,496","1,189",0,0,4,33rd Street
12:00:00 PM,651,605,514,"1,084","1,605","1,285",0,0,4,33rd Street
1:00:00 PM,793,709,576,935,"1,484","1,212",0,0,4,33rd Street
2:00:00 PM,"1,074",832,704,921,"1,341","1,038",0,0,4,33rd Street
3:00:00 PM,"1,638","1,060",908,925,"1,136",878,0,0,4,33rd Street
4:00:00 PM,"2,848","1,340","1,085","1,215","1,076",806,0,0,4,33rd Street
5:00:00 PM,"6,529","1,605","1,287","2,367","1,115",737,0,0,4,33rd Street
6:00:00 PM,"6,378","1,569","1,345","2,001","1,102",776,0,0,4,33rd Street
7:00:00 PM,"3,535","1,503","1,307","1,075",986,543,0,0,4,33rd Street
8:00:00 PM,"2,365","1,428","1,233",596,691,388,0,0,4,33rd Street
9:00:00 PM,"1,785","1,286","1,043",389,601,326,0,0,4,33rd Street
10:00:00 PM,"1,425","1,269",816,333,683,248,0,0,4,33rd Street
11:00:00 PM,902,"1,292",507,160,397,134,0,0,4,33rd Street
12:00:00 AM,344,686,686,102,202,203,444,108,5,33rd Street
1:00:00 AM,186,426,384,61,126,109,286,42,5,33rd Street
2:00:00 AM,104,279,264,39,54,53,144,24,5,33rd Street
3:00:00 AM,59,175,187,33,55,45,111,15,5,33rd Street
4:00:00 AM,66,156,159,105,73,62,95,41,5,33rd Street
5:00:00 AM,113,121,116,277,100,77,69,86,5,33rd Street
6:00:00 AM,531,140,97,"1,180",218,131,96,51,5,33rd Street
7:00:00 AM,"1,509",190,144,"3,209",350,285,145,224,5,33rd Street
8:00:00 AM,"2,303",290,206,"7,694",637,475,217,383,5,33rd Street
9:00:00 AM,974,299,220,"5,736",970,518,204,289,5,33rd Street
10:00:00 AM,519,397,311,"1,882","1,188",914,286,516,5,33rd Street
11:00:00 AM,534,497,431,"1,127","1,296","1,056",346,594,5,33rd Street
12:00:00 PM,651,606,504,945,"1,387","1,010",459,582,5,33rd Street
1:00:00 PM,784,685,577,859,"1,255",972,462,682,5,33rd Street
2:00:00 PM,"1,033",761,675,831,"1,084",889,630,599,5,33rd Street
3:00:00 PM,"1,561",928,809,848,"1,034",772,812,533,5,33rd Street
4:00:00 PM,"2,622","1,156","1,045","1,100",940,693,921,550,5,33rd Street
5:00:00 PM,"6,500","1,308","1,260","2,259","1,020",668,"1,029",731,5,33rd Street
6:00:00 PM,"6,467","1,317","1,342","1,810",936,619,"1,191",714,5,33rd Street
7:00:00 PM,"3,481","1,365","1,284",906,852,528,"1,096",542,5,33rd Street
8:00:00 PM,"2,280","1,289","1,250",486,640,409,"1,000",396,5,33rd Street
9:00:00 PM,"1,782","1,233","1,104",388,536,367,823,386,5,33rd Street
10:00:00 PM,"1,451","1,195",889,325,512,261,663,333,5,33rd Street
11:00:00 PM,849,"1,089",578,156,364,161,497,98,5,33rd Street
12:00:00 AM,411,775,833,123,214,277,0,0,6,33rd Street
1:00:00 AM,214,520,555,77,123,157,0,0,6,33rd Street
2:00:00 AM,118,297,330,39,65,79,0,0,6,33rd Street
3:00:00 AM,67,200,275,36,57,58,0,0,6,33rd Street
4:00:00 AM,74,155,196,110,67,48,0,0,6,33rd Street
5:00:00 AM,117,122,129,303,137,116,0,0,6,33rd Street
6:00:00 AM,546,142,120,"1,279",175,94,0,0,6,33rd Street
7:00:00 AM,"1,619",233,188,"3,386",460,283,0,0,6,33rd Street
8:00:00 AM,"2,367",325,260,"7,869",582,446,0,0,6,33rd Street
9:00:00 AM,972,346,260,"5,891",938,441,0,0,6,33rd Street
10:00:00 AM,511,459,349,"1,876","1,110","1,179",0,0,6,33rd Street
11:00:00 AM,538,562,436,"1,138","1,420","1,375",0,0,6,33rd Street
12:00:00 PM,666,650,550,947,"1,327","1,276",0,0,6,33rd Street
1:00:00 PM,847,733,625,872,"1,312","1,122",0,0,6,33rd Street
2:00:00 PM,"1,124",841,742,900,"1,143","1,045",0,0,6,33rd Street
3:00:00 PM,"1,728","1,014",913,886,"1,149",912,0,0,6,33rd Street
4:00:00 PM,"2,819","1,189","1,105","1,201","1,200",779,0,0,6,33rd Street
5:00:00 PM,"6,565","1,481","1,308","2,482","1,152",739,0,0,6,33rd Street
6:00:00 PM,"6,365","1,416","1,309","1,960","1,170",722,0,0,6,33rd Street
7:00:00 PM,"3,523","1,430","1,302",984,962,632,0,0,6,33rd Street
8:00:00 PM,"2,292","1,348","1,154",564,833,432,0,0,6,33rd Street
9:00:00 PM,"1,805","1,349","1,120",426,619,410,0,0,6,33rd Street
10:00:00 PM,"1,478","1,429",821,368,595,333,0,0,6,33rd Street
11:00:00 PM,966,"1,365",599,184,445,183,0,0,6,33rd Street
12:00:00 AM,435,814,813,134,217,248,511,182,7,33rd Street
1:00:00 AM,213,497,512,75,161,155,350,123,7,33rd Street
2:00:00 AM,118,312,301,40,42,62,253,61,7,33rd Street
3:00:00 AM,66,202,241,34,50,58,114,31,7,33rd Street
4:00:00 AM,70,174,182,116,54,70,117,46,7,33rd Street
5:00:00 AM,120,115,118,295,79,101,67,122,7,33rd Street
6:00:00 AM,547,142,107,"1,260",215,110,114,125,7,33rd Street
7:00:00 AM,"1,574",214,166,"3,864",341,259,148,319,7,33rd Street
8:00:00 AM,"2,263",330,228,"8,928",578,417,242,482,7,33rd Street
9:00:00 AM,931,342,222,"6,355",923,479,232,729,7,33rd Street
10:00:00 AM,515,424,315,"2,105","1,034",815,288,855,7,33rd Street
11:00:00 AM,541,525,393,"1,325","1,253","1,110",406,"1,217",7,33rd Street
12:00:00 PM,658,639,492,"1,076","1,341","1,090",462,"1,130",7,33rd Street
1:00:00 PM,851,660,545,940,"1,273",988,560,966,7,33rd Street
2:00:00 PM,"1,128",772,631,963,"1,086",926,744,"1,042",7,33rd Street
3:00:00 PM,"1,702",958,772,961,"1,072",871,841,"1,005",7,33rd Street
4:00:00 PM,"2,731","1,185","1,007","1,228",972,791,"1,074",873,7,33rd Street
5:00:00 PM,"6,353","1,332","1,210","2,365","1,017",803,"1,182","1,001",7,33rd Street
6:00:00 PM,"6,289","1,446","1,347","1,989","1,022",704,"1,183",990,7,33rd Street
7:00:00 PM,"3,483","1,474","1,297",997,902,618,"1,091","1,160",7,33rd Street
8:00:00 PM,"2,335","1,338","1,213",606,688,446,957,857,7,33rd Street
9:00:00 PM,"1,819","1,372","1,157",461,623,399,687,477,7,33rd Street
10:00:00 PM,"1,473","1,280",986,384,579,351,"1,928",709,7,33rd Street
11:00:00 PM,"1,018","1,272",762,218,401,162,"1,320",430,7,33rd Street
12:00:00 AM,453,818,780,97,230,238,0,0,8,33rd Street
1:00:00 AM,225,474,591,66,135,172,0,0,8,33rd Street
2:00:00 AM,110,297,361,35,59,79,0,0,8,33rd Street
3:00:00 AM,63,186,255,32,41,59,0,0,8,33rd Street
4:00:00 AM,70,148,179,102,58,52,0,0,8,33rd Street
5:00:00 AM,123,113,105,261,127,112,0,0,8,33rd Street
6:00:00 AM,530,132,100,"1,107",146,98,0,0,8,33rd Street
7:00:00 AM,"1,444",200,153,"3,593",327,238,0,0,8,33rd Street
8:00:00 AM,"2,261",295,237,"8,251",508,411,0,0,8,33rd Street
9:00:00 AM,944,337,257,"5,954",711,398,0,0,8,33rd Street
10:00:00 AM,513,384,325,"2,123",852,800,0,0,8,33rd Street
11:00:00 AM,517,532,395,"1,316",999,982,0,0,8,33rd Street
12:00:00 PM,665,623,514,"1,040","1,185","1,051",0,0,8,33rd Street
1:00:00 PM,820,705,549,898,"1,131",968,0,0,8,33rd Street
2:00:00 PM,"1,076",799,656,824,"1,063",877,0,0,8,33rd Street
3:00:00 PM,"1,621","1,001",784,863,982,756,0,0,8,33rd Street
4:00:00 PM,"2,637","1,195","1,041","1,128",957,676,0,0,8,33rd Street
5:00:00 PM,"6,132","1,359","1,231","2,336",921,674,0,0,8,33rd Street
6:00:00 PM,"6,238","1,423","1,265","1,874",874,692,0,0,8,33rd Street
7:00:00 PM,"3,431","1,452","1,290",958,843,526,0,0,8,33rd Street
8:00:00 PM,"2,267","1,502","1,230",537,739,365,0,0,8,33rd Street
9:00:00 PM,"1,691","1,354","1,108",407,601,321,0,0,8,33rd Street
10:00:00 PM,"1,383","1,311",864,350,554,269,0,0,8,33rd Street
11:00:00 PM,921,"1,323",679,172,412,156,0,0,8,33rd Street
12:00:00 AM,375,820,805,103,220,230,861,202,9,33rd Street
1:00:00 AM,198,477,488,61,146,158,475,116,9,33rd Street
2:00:00 AM,105,324,338,31,58,71,299,70,9,33rd Street
3:00:00 AM,60,189,228,39,44,52,145,37,9,33rd Street
4:00:00 AM,64,153,154,102,72,52,121,55,9,33rd Street
5:00:00 AM,126,116,121,269,133,101,93,114,9,33rd Street
6:00:00 AM,568,129,96,"1,178",163,124,103,105,9,33rd Street
7:00:00 AM,"1,563",219,177,"3,227",367,262,186,299,9,33rd Street
8:00:00 AM,"2,292",351,226,"7,275",645,430,204,546,9,33rd Street
9:00:00 AM,984,348,247,"5,528",969,496,224,606,9,33rd Street
10:00:00 AM,493,399,376,"1,756","1,017",921,314,910,9,33rd Street
11:00:00 AM,516,512,440,"1,143","1,191","1,056",394,985,9,33rd Street
12:00:00 PM,649,604,512,904,"1,299",975,462,"1,079",9,33rd Street
1:00:00 PM,812,695,552,836,"1,240",891,558,"1,030",9,33rd Street
2:00:00 PM,"1,066",799,633,804,"1,140",814,722,854,9,33rd Street
3:00:00 PM,"1,612",971,780,846,"1,095",789,896,880,9,33rd Street
4:00:00 PM,"2,725","1,213",958,"1,147","1,028",750,"1,187",697,9,33rd Street
5:00:00 PM,"6,460","1,424","1,067","2,442","1,175",636,"1,310",723,9,33rd Street
6:00:00 PM,"6,268","1,481","1,158","1,937","1,128",648,"1,460",653,9,33rd Street
7:00:00 PM,"3,454","1,489","1,207",975,"1,031",519,"1,504",474,9,33rd Street
8:00:00 PM,"2,248","1,509","1,157",536,764,424,"1,346",483,9,33rd Street
9:00:00 PM,"1,685","1,330","1,014",398,528,311,"1,141",393,9,33rd Street
10:00:00 PM,"1,381","1,318",852,348,491,245,"1,030",294,9,33rd Street
11:00:00 PM,951,"1,314",689,168,400,164,638,135,9,33rd Street
12:00:00 AM,379,732,748,90,222,291,455,105,10,33rd Street
1:00:00 AM,186,497,499,51,138,171,169,59,10,33rd Street
2:00:00 AM,104,319,403,36,93,89,100,24,10,33rd Street
3:00:00 AM,54,209,272,36,49,76,85,45,10,33rd Street
4:00:00 AM,64,161,201,109,71,69,72,102,10,33rd Street
5:00:00 AM,130,124,130,264,156,100,113,202,10,33rd Street
6:00:00 AM,557,130,96,"1,193",136,122,413,849,10,33rd Street
